# Simulation 1 (Up to date)
# 543 data points written for 53 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
5.6456,1941,239.09,-57.172,488.88,72.604,2681,0.0046978,2681,1.004e-4,426.42,44.751,28.61,-80.592,32.121,0.0017343,2.3126e-7,0.0091628,3.3356e-4,67.585,0,5.2558,0.05107,35.354,25.876,3.1592,0.44078,11132455,0,29.951,0.51122,0.51122,0.31029,0.055673,0.14526,3.5749e-4,0.0011684,2.6426e-4,0,0,0,0,7.6727e-5,3,7.0686,29.281,2.9759e-4,NaN,52.078,944.37,1109.1,0.05,0.076427
5.6956,1952.9,236.24,-56.705,485.55,71.871,2702.2,0.0048285,2702.2,1.0238e-4,424.2,44.158,28.61,-80.592,32.121,6.7674e-4,2.3152e-7,0.0043411,0.0081951,67.585,0,5.2558,0.05107,35.352,25.876,3.1587,0.4378,11053550,0,29.515,0.5109,0.5109,0.31038,0.055608,0.14492,1.3945e-4,1.5036e-4,-3.5704e-4,0,0,0,0,1.7459e-5,3,7.0686,29.114,-3.5851e-4,NaN,52.036,943.97,1109.1,0.05,0.07688
5.7456,1964.7,233.42,-56.232,482.26,71.146,2723.4,0.0049302,2723.4,1.0372e-4,422.01,43.585,28.61,-80.591,32.121,7.5784e-4,2.3151e-7,-0.0023522,0.0089468,67.585,0,5.2558,0.05107,35.35,25.876,3.1581,0.43485,10975656,0,29.089,0.51058,0.51058,0.31046,0.055544,0.14458,1.5612e-4,7.629e-4,3.5809e-4,0,0,0,0,-5.1963e-6,3,7.0686,28.948,-6.1251e-4,NaN,51.994,943.57,1109,0.05,0.077381
5.7956,1976.3,230.62,-55.741,479.01,70.423,2744.4,0.0050014,2744.4,1.0442e-4,419.84,43.039,28.61,-80.591,32.12,9.9035e-4,2.313e-7,0.0092732,-4.3921e-4,67.585,0,5.2558,0.05107,35.349,25.876,3.1576,0.43194,10898754,0,28.671,0.51027,0.51027,0.31054,0.055482,0.14425,2.0396e-4,5.6667e-4,-5.9493e-5,0,0,0,0,8.1858e-5,3,7.0686,28.781,2.2454e-4,NaN,51.952,943.17,1109,0.05,0.07806
5.8456,1987.7,227.84,-55.27,475.8,69.72,2765.4,0.0050755,2765.4,1.0516e-4,417.7,42.499,28.61,-80.591,32.12,0.0016862,2.3099e-7,0.0085007,-0.0040869,67.585,0,5.2558,0.05107,35.347,25.876,3.1569,0.42906,10822825,0,28.262,0.50997,0.50997,0.31062,0.055421,0.14393,3.4717e-4,7.5685e-4,-2.3596e-4,0,0,0,0,6.9719e-5,3,7.0686,28.613,0.0010784,NaN,51.911,942.78,1108.9,0.05,0.078547
5.8956,1999,225.09,-54.83,472.63,69.041,2786.2,0.0051819,2786.2,1.0656e-4,415.59,41.956,28.61,-80.591,32.12,8.607e-4,2.3106e-7,0.0080534,-0.0051788,67.585,0,5.2558,0.05107,35.345,25.876,3.1565,0.42622,10747854,0,27.861,0.50967,0.50967,0.31069,0.05536,0.14362,1.7716e-4,2.8439e-4,-1.4422e-4,0,0,0,0,6.3416e-5,3,7.0686,28.442,8.566e-4,NaN,51.871,942.4,1108.9,0.05,0.079004
5.9456,2010.2,222.36,-54.397,469.5,68.375,2806.9,0.0053028,2806.9,1.0824e-4,413.51,41.426,28.61,-80.591,32.12,1.4724e-4,2.3108e-7,0,0,67.585,0,5.2558,0.05107,35.344,25.876,3.156,0.42342,10673824,0,27.469,0.50938,0.50938,0.31077,0.055301,0.14331,3.0297e-5,3.5072e-4,4.3937e-4,0,0,0,0,0,3,7.0686,28.269,1.6453e-4,NaN,51.831,942.01,1108.8,0.05,0.079478
5.9956,2021.3,219.65,-53.954,466.41,67.713,2827.6,0.0054177,2827.6,1.0978e-4,411.45,40.915,28.61,-80.591,32.12,6.1684e-4,2.3108e-7,0.0071419,0.0064452,67.585,0,5.2558,0.05107,35.342,25.876,3.1554,0.42064,10600717,0,27.084,0.50909,0.50909,0.31084,0.055243,0.143,1.269e-4,7.1231e-4,-5.1849e-4,0,0,0,0,5.1215e-5,3,7.0686,28.096,-1.7571e-4,NaN,51.792,941.64,1108.8,0.05,0.079963
6.0456,2032.2,216.97,-53.519,463.35,67.065,2848.1,0.0055119,2848.1,1.1088e-4,409.42,40.415,28.61,-80.591,32.12,9.5312e-4,2.3145e-7,0.0095184,0.0020269,67.585,0,5.2558,0.05107,35.341,25.876,3.1549,0.4179,10528520,0,26.706,0.50881,0.50881,0.31092,0.055186,0.1427,1.9603e-4,1.0685e-4,1.3361e-4,0,0,0,0,9.2172e-5,3,7.0686,27.922,5.2369e-6,NaN,51.753,941.27,1108.8,0.05,0.081479
6.0956,2043,214.3,-53.091,460.33,66.428,2868.5,0.005597,2868.5,1.118e-4,407.41,39.925,28.61,-80.591,32.12,0.0015271,2.3158e-7,0.009692,-0.0013701,67.585,0,5.2558,0.05107,35.339,25.876,3.1543,0.41519,10457215,0,26.337,0.50853,0.50853,0.31099,0.05513,0.14241,3.1401e-4,8.7889e-4,-4.4439e-4,0,0,0,0,9.6824e-5,3,7.0686,27.746,4.8576e-4,NaN,51.714,940.9,1108.7,0.05,0.081918
6.1456,2053.6,211.66,-52.681,457.35,65.808,2888.8,0.0056859,2888.8,1.1277e-4,405.42,39.439,28.61,-80.591,32.12,0.0015307,2.3149e-7,0.0098521,0.0011589,67.585,0,5.2558,0.05107,35.337,25.876,3.1538,0.41252,10386789,0,25.974,0.50825,0.50825,0.31106,0.055076,0.14212,3.1467e-4,7.2164e-4,-3.3282e-5,0,0,0,0,1.0136e-4,3,7.0686,27.569,5.9951e-5,NaN,51.676,940.54,1108.7,0.05,0.082338
6.1956,2064.1,209.03,-52.285,454.4,65.204,2909,0.0057674,2909,1.1359e-4,403.46,38.959,28.61,-80.591,32.12,0.0012427,2.3172e-7,0.0083179,0.0055705,67.585,0,5.2558,0.05107,35.336,25.876,3.1533,0.40987,10317227,0,25.619,0.50799,0.50799,0.31113,0.055022,0.14184,2.554e-4,0.0011802,-2.9625e-5,0,0,0,0,7.319e-5,3,7.0686,27.39,-5.8238e-4,NaN,51.639,940.18,1108.6,0.05,0.082774
6.2456,2074.5,206.43,-51.901,451.48,64.613,2929.2,0.0058247,2929.2,1.1393e-4,401.53,38.486,28.61,-80.591,32.12,4.0141e-4,2.3175e-7,0,0,67.585,0,5.2558,0.05107,35.335,25.876,3.153,0.40726,10248515,0,25.271,0.50772,0.50772,0.31119,0.054969,0.14156,8.2475e-5,1.3879e-4,4.1526e-4,0,0,0,0,0,3,7.0686,27.208,-2.1948e-4,NaN,51.602,939.83,1108.6,0.05,0.083193
6.2956,2084.8,203.84,-51.513,448.6,64.029,2949.2,0.0058729,2949.2,1.141e-4,399.61,38.027,28.61,-80.591,32.12,7.907e-4,2.3173e-7,0.0033186,-0.0095476,67.585,0,5.2558,0.05107,35.333,25.876,3.1524,0.40467,10180639,0,24.929,0.50747,0.50747,0.31126,0.054917,0.14129,1.6242e-4,3.8097e-4,-2.0967e-4,0,0,0,0,1.1953e-5,3,7.0686,27.026,9.9541e-4,NaN,51.565,939.48,1108.5,0.05,0.08361
6.3456,2094.9,201.28,-51.119,445.75,63.448,2969.1,0.0059491,2969.1,1.148e-4,397.72,37.584,28.61,-80.591,32.12,0.0015943,2.3181e-7,0.0075142,-0.0068542,67.585,0,5.2558,0.05107,35.332,25.876,3.1519,0.40212,10113585,0,24.594,0.50721,0.50721,0.31132,0.054866,0.14102,3.2742e-4,0.0011757,5.1032e-4,0,0,0,0,6.2068e-5,3,7.0686,26.844,0.001477,NaN,51.529,939.13,1108.5,0.05,0.084024
6.3956,2104.9,198.73,-50.735,442.94,62.88,2989,0.0060615,2989,1.1619e-4,395.86,37.147,28.61,-80.591,32.12,0.0019312,2.3194e-7,0.010222,-0.0011576,67.585,0,5.2558,0.05107,35.33,25.876,3.1514,0.3996,10047342,0,24.265,0.50696,0.50696,0.31139,0.054816,0.14076,3.9653e-4,0.0014215,-1.1642e-4,0,0,0,0,1.1634e-4,3,7.0686,26.66,6.1659e-4,NaN,51.494,938.79,1108.5,0.05,0.084444
6.4456,2114.8,196.2,-50.371,440.16,62.33,3008.7,0.0061793,3008.7,1.1767e-4,394.01,36.712,28.61,-80.591,32.12,0.0020113,2.323e-7,0.0087718,0.005643,67.585,0,5.2558,0.05107,35.329,25.876,3.151,0.3971,9981895,0,23.943,0.50672,0.50672,0.31145,0.054767,0.1405,4.1289e-4,9.5918e-4,4.4076e-4,0,0,0,0,8.6747e-5,3,7.0686,26.473,-9.0863e-4,NaN,51.458,938.45,1108.4,0.05,0.084864
6.4956,2124.5,193.69,-50.027,437.41,61.797,3028.4,0.0062571,3028.4,1.1838e-4,392.18,36.278,28.61,-80.591,32.12,0.0011589,2.3204e-7,0.0050706,0.0092614,67.585,0,5.2558,0.05107,35.328,25.876,3.1506,0.39463,9917234,0,23.627,0.50648,0.50648,0.31151,0.054718,0.14025,2.3785e-4,0.0010464,-8.8042e-5,0,0,0,0,2.9352e-5,3,7.0686,26.285,-9.6826e-4,NaN,51.424,938.12,1108.4,0.05,0.085296
6.5456,2134.2,191.2,-49.686,434.69,61.272,3047.9,0.0063033,3047.9,1.1849e-4,390.38,35.854,28.61,-80.59,32.12,5.1273e-4,2.3209e-7,-0.0071888,-0.0077483,67.585,0,5.2558,0.05107,35.327,25.876,3.1502,0.39219,9853345,0,23.316,0.50624,0.50624,0.31157,0.054671,0.14,1.0521e-4,6.0675e-4,4.894e-4,0,0,0,0,-5.9738e-5,3,7.0686,26.094,5.4995e-4,NaN,51.389,937.79,1108.4,0.05,0.085704
6.5956,2143.7,188.72,-49.328,432,60.744,3067.4,0.0063599,3067.4,1.188e-4,388.6,35.449,28.61,-80.59,32.12,9.9706e-4,2.321e-7,0.0050836,-0.0092609,67.585,0,5.2558,0.05107,35.325,25.876,3.1498,0.38978,9790218,0,23.012,0.50601,0.50601,0.31163,0.054624,0.13975,2.0455e-4,4.3323e-4,2.6439e-5,0,0,0,0,3.0246e-5,3,7.0686,25.904,0.0011908,NaN,51.355,937.47,1108.3,0.05,0.086114
6.6456,2153,186.27,-48.967,429.35,60.221,3086.8,0.0064477,3086.8,1.1968e-4,386.84,35.055,28.61,-80.59,32.12,0.0019544,2.3182e-7,0.010583,-0.0012028,67.585,0,5.2558,0.05107,35.324,25.876,3.1493,0.3874,9727840,0,22.713,0.50578,0.50578,0.31169,0.054579,0.13951,4.0087e-4,0.0015749,-2.4294e-4,0,0,0,0,1.327e-4,3,7.0686,25.713,5.5371e-4,NaN,51.322,937.15,1108.3,0.05,0.086518
6.6956,2162.3,183.83,-48.626,426.72,59.715,3106.1,0.0065447,3106.1,1.2072e-4,385.09,34.662,28.61,-80.59,32.12,0.002526,2.3165e-7,0.010369,0.0030623,67.585,0,5.2558,0.05107,35.322,25.876,3.1488,0.38504,9666201,0,22.42,0.50556,0.50556,0.31175,0.054533,0.13927,5.1801e-4,0.0010134,1.5297e-4,0,0,0,0,1.2896e-4,3,7.0686,25.52,-5.1491e-4,NaN,51.289,936.84,1108.2,0.05,0.086929
6.7456,2171.4,181.4,-48.309,424.12,59.228,3125.3,0.0066178,3125.3,1.2132e-4,383.37,34.267,28.61,-80.59,32.12,0.0016774,2.314e-7,0.010093,0.0043061,67.585,0,5.2558,0.05107,35.321,25.876,3.1485,0.38271,9605290,0,22.133,0.50534,0.50534,0.31181,0.054489,0.13904,3.4391e-4,0.0011385,-3.446e-4,0,0,0,0,1.2369e-4,3,7.0686,25.324,-5.534e-4,NaN,51.256,936.53,1108.2,0.05,0.087353
6.7956,2180.4,179,-48.005,421.56,58.754,3144.4,0.0066704,3144.4,1.2154e-4,381.67,33.876,28.61,-80.59,32.12,1.2567e-4,2.3138e-7,0,0,67.585,0,5.2558,0.05107,35.321,25.876,3.1482,0.38041,9545096,0,21.85,0.50512,0.50512,0.31186,0.054446,0.13881,2.5759e-5,-3.5889e-4,-2.7476e-4,0,0,0,0,0,3,7.0686,25.126,9.8692e-5,NaN,51.224,936.22,1108.2,0.05,0.08777
6.8456,2189.3,176.6,-47.688,419.02,58.279,3163.5,0.0067191,3163.5,1.2169e-4,379.98,33.5,28.61,-80.59,32.12,1.5743e-4,2.3136e-7,0,0,67.585,0,5.2558,0.05107,35.319,25.876,3.1479,0.37813,9485610,0,21.573,0.50491,0.50491,0.31192,0.054403,0.13859,3.2265e-5,-1.7543e-5,9.3852e-5,0,0,0,0,0,3,7.0686,24.928,2.2836e-4,NaN,51.193,935.92,1108.1,0.05,0.088185
6.8956,2198.1,174.23,-47.36,416.51,57.802,3182.4,0.0067704,3182.4,1.2189e-4,378.32,33.139,28.61,-80.59,32.12,0.0014167,2.3139e-7,0.010932,0.0015768,67.585,0,5.2558,0.05107,35.318,25.876,3.1474,0.37587,9426821,0,21.301,0.5047,0.5047,0.31197,0.054361,0.13837,2.9029e-4,0.0010289,-1.2118e-4,0,0,0,0,1.5046e-4,3,7.0686,24.729,-7.4707e-5,NaN,51.161,935.62,1108.1,0.05,0.0886
6.9456,2206.7,171.87,-47.038,414.03,57.335,3201.3,0.0068127,3201.3,1.2193e-4,376.67,32.784,28.61,-80.59,32.12,0.002672,2.313e-7,0.011067,0.0016472,67.585,0,5.2558,0.05107,35.316,25.876,3.1469,0.37365,9368719,0,21.034,0.50449,0.50449,0.31202,0.05432,0.13815,5.4743e-4,0.0015822,-1.3133e-4,0,0,0,0,1.5607e-4,3,7.0686,24.529,-3.1964e-4,NaN,51.13,935.32,1108.1,0.05,0.089008
6.9956,2215.3,169.52,-46.74,411.57,56.886,3220.1,0.0068422,3220.1,1.2174e-4,375.04,32.426,28.61,-80.59,32.12,0.0024275,2.3121e-7,0.011334,7.788e-4,67.585,0,5.2558,0.05107,35.315,25.876,3.1465,0.37144,9311295,0,20.772,0.50429,0.50429,0.31208,0.054279,0.13794,4.9725e-4,9.3878e-4,-4.9756e-4,0,0,0,0,1.6563e-4,3,7.0686,24.326,-1.122e-4,NaN,51.1,935.03,1108,0.05,0.08944
7.0456,2223.7,167.19,-46.459,409.15,56.452,3238.8,0.0068651,3238.8,1.2145e-4,373.43,32.069,28.61,-80.59,32.12,0.0012296,2.3101e-7,0.011466,-2.6854e-4,67.585,0,5.2558,0.05107,35.315,25.876,3.1463,0.36926,9254540,0,20.515,0.50409,0.50409,0.31213,0.054239,0.13773,2.5182e-4,9.4903e-4,-1.3402e-4,0,0,0,0,1.7153e-4,3,7.0686,24.121,1.0455e-4,NaN,51.07,934.75,1108,0.05,0.089844
7.0956,2232,164.88,-46.182,406.75,56.025,3257.4,0.0068893,3257.4,1.2118e-4,371.83,31.719,28.61,-80.59,32.12,2.3269e-4,2.3101e-7,0,0,67.585,0,5.2558,0.05107,35.314,25.876,3.146,0.36711,9198444,0,20.262,0.5039,0.5039,0.31218,0.0542,0.13752,4.7645e-5,-2.3811e-4,3.9765e-4,0,0,0,0,0,3,7.0686,23.914,2.3924e-4,NaN,51.04,934.46,1108,0.05,0.090266
7.1456,2240.2,162.58,-45.896,404.37,55.598,3276,0.0069209,3276,1.2104e-4,370.25,31.38,28.61,-80.59,32.12,3.054e-4,2.3094e-7,0,0,67.585,0,5.2558,0.05107,35.313,25.876,3.1457,0.36498,9143000,0,20.014,0.50371,0.50371,0.31223,0.054162,0.13732,6.2522e-5,-1.9789e-4,2.0338e-4,0,0,0,0,0,3,7.0686,23.706,3.7462e-4,NaN,51.011,934.18,1107.9,0.05,0.090688
7.1956,2248.3,160.29,-45.601,402.03,55.17,3294.5,0.0069593,3294.5,1.2103e-4,368.69,31.054,28.61,-80.59,32.12,0.0013572,2.31e-7,0.011511,-0.0011474,67.585,0,5.2558,0.05107,35.312,25.876,3.1452,0.36287,9088198,0,19.77,0.50352,0.50352,0.31227,0.054124,0.13712,2.7781e-4,0.0011694,1.7849e-4,0,0,0,0,1.7906e-4,3,7.0686,23.498,2.6967e-4,NaN,50.982,933.91,1107.9,0.05,0.09111
7.2456,2256.2,158.02,-45.311,399.71,54.75,3312.9,0.0070001,3312.9,1.2107e-4,367.15,30.733,28.61,-80.59,32.12,0.0025323,2.3094e-7,0.011657,-7.7558e-4,67.585,0,5.2558,0.05107,35.31,25.876,3.1448,0.36079,9034030,0,19.531,0.50333,0.50333,0.31232,0.054087,0.13692,5.1827e-4,0.0018714,3.4927e-4,0,0,0,0,1.8578e-4,3,7.0686,23.289,3.1577e-4,NaN,50.954,933.64,1107.9,0.05,0.091535
7.2956,2264.1,155.76,-45.036,397.41,54.343,3331.2,0.0070478,3331.2,1.2122e-4,365.62,30.412,28.61,-80.59,32.12,0.0028058,2.3141e-7,0.011779,-0.0011936,67.585,0,5.2558,0.05107,35.309,25.876,3.1444,0.35873,8980487,0,19.296,0.50315,0.50315,0.31237,0.05405,0.13673,5.7416e-4,0.0011803,1.3949e-4,0,0,0,0,1.9186e-4,3,7.0686,23.077,4.629e-4,NaN,50.926,933.37,1107.8,0.05,0.091975
7.3456,2271.8,153.51,-44.779,395.15,53.95,3349.4,0.0071018,3349.4,1.2149e-4,364.11,30.092,28.61,-80.59,32.12,0.0020381,2.3143e-7,0.011973,-2.0442e-4,67.585,0,5.2558,0.05107,35.308,25.876,3.1442,0.35669,8927562,0,19.065,0.50297,0.50297,0.31242,0.054014,0.13654,4.17e-4,0.0015181,4.3052e-4,0,0,0,0,2.0052e-4,3,7.0686,22.863,2.208e-4,NaN,50.898,933.11,1107.8,0.05,0.092291
7.3956,2279.4,151.28,-44.532,392.9,53.568,3367.6,0.0071567,3367.6,1.2176e-4,362.61,29.774,28.61,-80.589,32.12,8.4181e-4,2.3148e-7,0.010091,0.0066248,67.585,0,5.2558,0.05107,35.308,25.876,3.144,0.35467,8875248,0,18.839,0.50279,0.50279,0.31246,0.053979,0.13635,1.722e-4,5.9188e-4,-3.9706e-4,0,0,0,0,1.4408e-4,3,7.0686,22.646,-3.4368e-4,NaN,50.871,932.85,1107.8,0.05,0.092587
7.4456,2286.9,149.06,-44.281,390.68,53.189,3385.7,0.0071964,3385.7,1.2178e-4,361.13,29.465,28.61,-80.589,32.12,5.3556e-4,2.3157e-7,2.3414e-4,0.012093,67.585,0,5.2558,0.05107,35.307,25.876,3.1437,0.35268,8823536,0,18.616,0.50262,0.50262,0.31251,0.053944,0.13617,1.0953e-4,7.6565e-4,1.3459e-4,0,0,0,0,7.8453e-8,3,7.0686,22.429,-4.8923e-4,NaN,50.845,932.59,1107.8,0.05,0.092873
7.4956,2294.3,146.85,-44.019,388.49,52.806,3403.7,0.0072201,3403.7,1.2154e-4,359.66,29.168,28.61,-80.589,32.12,7.4965e-4,2.3153e-7,0.011443,-0.0039503,67.585,0,5.2558,0.05107,35.306,25.876,3.1434,0.35071,8772419,0,18.397,0.50245,0.50245,0.31255,0.05391,0.13599,1.533e-4,4.8465e-4,-3.235e-4,0,0,0,0,1.8949e-4,3,7.0686,22.211,3.3057e-4,NaN,50.818,932.34,1107.7,0.05,0.093179
7.5456,2301.6,144.66,-43.754,386.32,52.425,3421.6,0.007249,3421.6,1.2139e-4,358.21,28.878,28.61,-80.589,32.119,0.0022507,2.3158e-7,0.011492,-0.0040344,67.585,0,5.2558,0.05107,35.305,25.876,3.1429,0.34876,8721890,0,18.182,0.50228,0.50228,0.31259,0.053876,0.13581,4.602e-4,0.0015753,1.4111e-4,0,0,0,0,1.9329e-4,3,7.0686,21.992,9.2212e-4,NaN,50.792,932.09,1107.7,0.05,0.093464
7.5956,2308.8,142.48,-43.498,384.17,52.053,3439.5,0.0072974,3439.5,1.2156e-4,356.78,28.591,28.61,-80.589,32.119,0.003097,2.316e-7,0.012199,-0.0016638,67.585,0,5.2558,0.05107,35.303,25.876,3.1425,0.34683,8671942,0,17.971,0.50212,0.50212,0.31264,0.053843,0.13564,6.3318e-4,0.0020891,4.5384e-4,0,0,0,0,2.2023e-4,3,7.0686,21.772,6.4372e-4,NaN,50.767,931.85,1107.7,0.05,0.093748
7.6456,2315.8,140.31,-43.261,382.05,51.697,3457.3,0.0073577,3457.3,1.2193e-4,355.35,28.303,28.61,-80.589,32.119,0.0026263,2.3133e-7,0.012488,6.6176e-4,67.585,0,5.2558,0.05107,35.303,25.876,3.1423,0.34492,8622568,0,17.763,0.50195,0.50195,0.31268,0.05381,0.13547,5.3686e-4,0.0010998,5.131e-5,0,0,0,0,2.3337e-4,3,7.0686,21.548,5.5709e-5,NaN,50.741,931.61,1107.6,0.05,0.094034
7.6956,2322.8,138.15,-43.037,379.95,51.353,3475.1,0.0074156,3475.1,1.2227e-4,353.95,28.016,28.61,-80.589,32.119,0.0013968,2.3134e-7,0.012226,0.0029784,67.585,0,5.2558,0.05107,35.302,25.876,3.1421,0.34304,8573761,0,17.56,0.50179,0.50179,0.31272,0.053778,0.1353,2.8547e-4,5.6923e-4,-2.0347e-4,0,0,0,0,2.2616e-4,3,7.0686,21.323,-1.8186e-4,NaN,50.716,931.37,1107.6,0.05,0.09432
7.7456,2329.7,136,-42.808,377.87,51.009,3492.7,0.0074644,3492.7,1.2245e-4,352.55,27.737,28.61,-80.589,32.119,9.3186e-4,2.3146e-7,0.011925,0.0041167,67.585,0,5.2558,0.05107,35.302,25.876,3.1419,0.34117,8525515,0,17.359,0.50164,0.50164,0.31276,0.053747,0.13513,1.9043e-4,1.8616e-4,1.0408e-4,0,0,0,0,2.1754e-4,3,7.0686,21.096,-1.8635e-4,NaN,50.692,931.14,1107.6,0.05,0.094605
7.7956,2336.4,133.87,-42.574,375.82,50.665,3510.3,0.0075039,3510.3,1.2248e-4,351.17,27.465,28.61,-80.589,32.119,0.0012278,2.3145e-7,0.012666,2.8117e-4,67.585,0,5.2558,0.05107,35.301,25.876,3.1416,0.33932,8477823,0,17.162,0.50148,0.50148,0.3128,0.053716,0.13497,2.5087e-4,7.2735e-4,3.8404e-4,0,0,0,0,2.4808e-4,3,7.0686,20.868,8.7407e-5,NaN,50.668,930.91,1107.6,0.05,0.094889
7.8456,2343,131.75,-42.34,373.79,50.324,3527.8,0.0075417,3527.8,1.2248e-4,349.81,27.2,28.61,-80.589,32.119,0.0019606,2.3142e-7,0.012691,-0.0012208,67.585,0,5.2558,0.05107,35.3,25.876,3.1412,0.3375,8430680,0,16.969,0.50133,0.50133,0.31284,0.053685,0.13481,4.0055e-4,0.0012756,1.9428e-4,0,0,0,0,2.5179e-4,3,7.0686,20.64,3.3075e-4,NaN,50.644,930.68,1107.5,0.05,0.095173
7.8956,2349.6,129.63,-42.113,371.78,49.991,3545.3,0.0075844,3545.3,1.2257e-4,348.45,26.937,28.61,-80.589,32.119,0.0023789,2.3129e-7,0.012803,-0.0012388,67.585,0,5.2558,0.05107,35.299,25.876,3.1409,0.33569,8384079,0,16.779,0.50118,0.50118,0.31288,0.053655,0.13465,4.8594e-4,0.0012617,2.165e-4,0,0,0,0,2.5904e-4,3,7.0686,20.409,3.9901e-4,NaN,50.621,930.46,1107.5,0.05,0.095458
7.9456,2356,127.53,-41.896,369.8,49.668,3562.7,0.0076337,3562.7,1.2277e-4,347.11,26.677,28.61,-80.589,32.119,0.0021241,2.3118e-7,0.012941,-0.0012295,67.585,0,5.2558,0.05107,35.298,25.876,3.1407,0.33391,8338014,0,16.592,0.50103,0.50103,0.31291,0.053626,0.13449,4.3383e-4,0.0013284,3.864e-4,0,0,0,0,2.6748e-4,3,7.0686,20.176,3.8762e-4,NaN,50.598,930.24,1107.5,0.05,0.095746
7.9956,2362.3,125.44,-41.686,367.84,49.353,3580,0.0076899,3580,1.2307e-4,345.78,26.418,28.61,-80.589,32.119,0.0015398,2.3117e-7,0.012412,-0.0041329,67.585,0,5.2558,0.05107,35.297,25.876,3.1405,0.33214,8292479,0,16.409,0.50089,0.50089,0.31295,0.053597,0.13434,3.1445e-4,7.6791e-4,-2.1945e-4,0,0,0,0,2.487e-4,3,7.0686,19.941,7.1796e-4,NaN,50.576,930.02,1107.5,0.05,0.09607
8.0456,2368.6,123.37,-41.476,365.89,49.04,3597.3,0.0077586,3597.3,1.2358e-4,344.47,26.166,28.61,-80.589,32.119,0.00139,2.3104e-7,0.011568,-0.0062657,67.585,0,5.2558,0.05107,35.297,25.876,3.1402,0.3304,8247469,0,16.228,0.50075,0.50075,0.31299,0.053569,0.13419,2.8383e-4,9.5168e-4,4.387e-4,0,0,0,0,2.1831e-4,3,7.0686,19.705,9.5992e-4,NaN,50.553,929.81,1107.4,0.05,0.096399
8.0956,2374.7,121.3,-41.265,363.97,48.729,3614.4,0.0078444,3614.4,1.2435e-4,343.17,25.919,28.61,-80.589,32.119,0.0015051,2.31e-7,0.012333,-0.0046943,67.585,0,5.2558,0.05107,35.296,25.876,3.14,0.32867,8202978,0,16.051,0.50061,0.50061,0.31302,0.05354,0.13404,3.0729e-4,0.0012048,-5.9055e-5,0,0,0,0,2.5079e-4,3,7.0686,19.468,8.8297e-4,NaN,50.532,929.6,1107.4,0.05,0.096686
8.1456,2380.7,119.24,-41.052,362.07,48.421,3631.6,0.0079436,3631.6,1.2533e-4,341.88,25.677,28.61,-80.589,32.119,0.0020281,2.3099e-7,0.013203,-0.0015099,67.585,0,5.2558,0.05107,35.295,25.876,3.1397,0.32696,8159001,0,15.877,0.50047,0.50047,0.31306,0.053513,0.1339,4.1403e-4,5.2601e-4,-1.5519e-4,0,0,0,0,2.9043e-4,3,7.0686,19.23,5.9384e-4,NaN,50.51,929.4,1107.4,0.05,0.096971
8.1956,2386.6,117.19,-40.843,360.2,48.118,3648.6,0.0080484,3648.6,1.2639e-4,340.6,25.439,28.61,-80.589,32.119,0.0025903,2.3113e-7,0.013349,0.00102,67.585,0,5.2558,0.05107,35.294,25.876,3.1394,0.32528,8115532,0,15.706,0.50033,0.50033,0.31309,0.053486,0.13375,5.2873e-4,0.0017571,-4.1996e-4,0,0,0,0,3e-4,3,7.0686,18.99,1.4328e-4,NaN,50.489,929.2,1107.4,0.05,0.097277
8.2456,2392.4,115.15,-40.644,358.34,47.823,3665.6,0.0081472,3665.6,1.2735e-4,339.33,25.202,28.61,-80.589,32.119,0.0026084,2.3114e-7,0.013118,0.0032719,67.585,0,5.2558,0.05107,35.293,25.876,3.1391,0.32361,8072567,0,15.537,0.5002,0.5002,0.31313,0.053459,0.13361,5.3237e-4,0.0011019,-2.937e-4,0,0,0,0,2.9271e-4,3,7.0686,18.747,-3.5021e-4,NaN,50.468,929,1107.3,0.05,0.097563
