# Simulation 1 (Up to date)
# 543 data points written for 53 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
23.719,623.39,-279.5,-13.233,311.7,16.193,7123.7,0.017668,7123.7,1.421e-4,137.95,9.3333,28.61,-80.578,32.125,0.0012727,2.3117e-7,-0.0054653,0.0047964,67.585,0,5.2558,0.05107,35.276,25.876,3.1334,0.27972,7326923,0,12.306,0.49694,0.49694,0.31397,0.052807,0.13017,2.5901e-4,7.3568e-4,-3.2181e-4,0,0,0,0,-6.7153e-5,3,7.0686,-63.732,-0.0016336,NaN,56.777,990.97,1114.3,0.05,0.22413
23.769,609.4,-280.16,-13.156,312.08,16.122,7130.6,0.017691,7130.6,1.4215e-4,137.49,9.3185,28.61,-80.578,32.125,0.001403,2.3116e-7,-0.005579,0.0045926,67.585,0,5.2558,0.05107,35.276,25.876,3.1335,0.28005,7338428,0,12.342,0.49697,0.49697,0.31396,0.052812,0.1302,2.8552e-4,5.3124e-4,-4.2341e-4,0,0,0,0,-6.9804e-5,3,7.0686,-63.862,-0.0019048,NaN,56.827,991.47,1114.4,0.05,0.22446
23.819,595.37,-280.82,-13.08,312.47,16.05,7137.5,0.017698,7137.5,1.4207e-4,137.02,9.3022,28.61,-80.578,32.125,0.0010235,2.3116e-7,-0.0071592,-8.9484e-5,67.585,0,5.2558,0.05107,35.277,25.876,3.1336,0.28039,7349909,0,12.378,0.49699,0.49699,0.31395,0.052816,0.13022,2.083e-4,0.0011937,-2.2652e-4,0,0,0,0,-1.1466e-4,3,7.0686,-63.992,7.0875e-5,NaN,56.877,991.97,1114.4,0.05,0.22478
23.869,581.32,-281.47,-13.002,312.85,15.976,7144.3,0.017705,7144.3,1.4199e-4,136.56,9.2836,28.61,-80.578,32.125,0.0012053,2.311e-7,-0.0039785,-0.0059073,67.585,0,5.2558,0.05107,35.277,25.876,3.1336,0.28072,7361365,0,12.414,0.49701,0.49701,0.31395,0.052821,0.13024,2.4529e-4,9.0006e-4,2.8611e-4,0,0,0,0,-3.5323e-5,3,7.0686,-64.12,0.0024144,NaN,56.927,992.47,1114.5,0.05,0.22517
23.919,567.23,-282.12,-12.926,313.23,15.905,7151.1,0.01773,7151.1,1.4205e-4,136.09,9.2673,28.61,-80.578,32.125,0.0011516,2.3105e-7,-0.0038095,-0.0059887,67.585,0,5.2558,0.05107,35.277,25.876,3.1336,0.28104,7372797,0,12.45,0.49704,0.49704,0.31394,0.052825,0.13027,2.3437e-4,5.4525e-4,3.1546e-4,0,0,0,0,-3.2307e-5,3,7.0686,-64.248,0.0025362,NaN,56.977,992.97,1114.5,0.05,0.22555
23.969,553.1,-282.77,-12.85,313.61,15.835,7157.9,0.017773,7157.9,1.4227e-4,135.63,9.2526,28.61,-80.578,32.125,8.0609e-4,2.3101e-7,-0.0070639,-9.2265e-5,67.585,0,5.2558,0.05107,35.277,25.876,3.1337,0.28137,7384204,0,12.486,0.49706,0.49706,0.31394,0.05283,0.13029,1.6406e-4,0.001019,4.6331e-4,0,0,0,0,-1.1082e-4,3,7.0686,-64.376,4.0632e-4,NaN,57.028,993.48,1114.6,0.05,0.22588
24.019,538.95,-283.41,-12.775,313.99,15.764,7164.7,0.017816,7164.7,1.4247e-4,135.17,9.2368,28.61,-80.578,32.125,0.0013029,2.3103e-7,-0.0045997,0.0052988,67.585,0,5.2558,0.05107,35.277,25.876,3.1337,0.2817,7395585,0,12.522,0.49708,0.49708,0.31393,0.052834,0.13032,2.6518e-4,0.0010407,-7.2374e-5,0,0,0,0,-4.6873e-5,3,7.0686,-64.502,-0.0019903,NaN,57.078,993.98,1114.6,0.05,0.22621
24.069,524.76,-284.04,-12.7,314.37,15.694,7171.4,0.017841,7171.4,1.4254e-4,134.71,9.2213,28.61,-80.578,32.125,0.0014682,2.3093e-7,-0.004462,0.005367,67.585,0,5.2558,0.05107,35.277,25.876,3.1337,0.28202,7406940,0,12.558,0.4971,0.4971,0.31392,0.052839,0.13034,2.9883e-4,0.0014669,-3.7413e-4,0,0,0,0,-4.4003e-5,3,7.0686,-64.628,-0.0025288,NaN,57.129,994.49,1114.7,0.05,0.22655
24.119,510.55,-284.68,-12.625,314.74,15.624,7178.2,0.017843,7178.2,1.4242e-4,134.25,9.2058,28.61,-80.578,32.125,0.0010845,2.3087e-7,-0.0066981,0.0018026,67.585,0,5.2558,0.05107,35.277,25.876,3.1338,0.28234,7418269,0,12.593,0.49713,0.49713,0.31392,0.052843,0.13036,2.2074e-4,0.0010668,-2.4017e-4,0,0,0,0,-9.8921e-5,3,7.0686,-64.754,-6.7225e-4,NaN,57.179,995,1114.8,0.05,0.22689
24.169,496.3,-285.31,-12.549,315.12,15.554,7184.9,0.017841,7184.9,1.4227e-4,133.79,9.1889,28.61,-80.578,32.125,0.0011348,2.3085e-7,-0.005992,-0.0033825,67.585,0,5.2558,0.05107,35.277,25.876,3.1338,0.28266,7429572,0,12.629,0.49715,0.49715,0.31391,0.052848,0.13039,2.3099e-4,9.2202e-4,3.2437e-5,0,0,0,0,-7.8977e-5,3,7.0686,-64.878,0.001331,NaN,57.23,995.51,1114.8,0.05,0.22724
24.219,482.01,-285.93,-12.473,315.49,15.482,7191.5,0.017849,7191.5,1.422e-4,133.33,9.1709,28.61,-80.578,32.125,9.6256e-4,2.3086e-7,-0.0055808,-0.0039568,67.585,0,5.2558,0.05107,35.278,25.876,3.1339,0.28298,7440848,0,12.665,0.49717,0.49717,0.31391,0.052852,0.13041,1.9592e-4,6.1281e-4,4.3193e-4,0,0,0,0,-6.8349e-5,3,7.0686,-65.001,0.0014388,NaN,57.281,996.02,1114.9,0.05,0.22758
24.269,467.7,-286.55,-12.398,315.86,15.41,7198.2,0.017867,7198.2,1.4222e-4,132.87,9.1529,28.61,-80.577,32.125,5.9469e-4,2.3084e-7,0,0,67.585,0,5.2558,0.05107,35.278,25.876,3.134,0.2833,7452097,0,12.7,0.49719,0.49719,0.3139,0.052857,0.13043,1.2105e-4,3.6186e-4,4.5975e-5,0,0,0,0,0,3,7.0686,-65.124,3.4291e-4,NaN,57.332,996.53,1114.9,0.05,0.22792
24.319,453.36,-287.17,-12.322,316.23,15.339,7204.8,0.017887,7204.8,1.4224e-4,132.41,9.1353,28.61,-80.577,32.125,5.6223e-4,2.3083e-7,0,0,67.585,0,5.2558,0.05107,35.278,25.876,3.134,0.28362,7463318,0,12.736,0.49721,0.49721,0.3139,0.052861,0.13046,1.1444e-4,8.1725e-4,-4.2677e-4,0,0,0,0,0,3,7.0686,-65.246,-6.1798e-4,NaN,57.383,997.04,1115,0.05,0.22828
24.369,438.99,-287.78,-12.248,316.59,15.269,7211.4,0.0179,7211.4,1.4222e-4,131.96,9.1183,28.61,-80.577,32.125,4.8564e-4,2.3084e-7,0,0,67.585,0,5.2558,0.05107,35.278,25.876,3.134,0.28393,7474512,0,12.771,0.49724,0.49724,0.31389,0.052866,0.13048,9.8854e-5,2.3367e-4,4.0321e-4,0,0,0,0,0,3,7.0686,-65.368,-4.5353e-4,NaN,57.435,997.56,1115,0.05,0.22864
24.419,424.58,-288.4,-12.174,316.96,15.2,7218,0.017908,7218,1.4215e-4,131.5,9.1023,28.61,-80.577,32.125,5.4308e-4,2.3086e-7,0,0,67.585,0,5.2558,0.05107,35.278,25.876,3.1341,0.28425,7485677,0,12.807,0.49726,0.49726,0.31388,0.05287,0.1305,1.1055e-4,7.0508e-4,-3.7204e-4,0,0,0,0,0,3,7.0686,-65.489,-2.9023e-4,NaN,57.486,998.07,1115.1,0.05,0.22899
24.469,410.15,-289,-12.1,317.32,15.131,7224.6,0.017915,7224.6,1.4207e-4,131.05,9.0859,28.61,-80.577,32.125,5.9242e-4,2.3086e-7,-0.0065582,0.0011019,67.585,0,5.2558,0.05107,35.278,25.876,3.1341,0.28456,7496815,0,12.842,0.49728,0.49728,0.31388,0.052874,0.13053,1.206e-4,1.1976e-4,3.7039e-4,0,0,0,0,-9.3295e-5,3,7.0686,-65.609,-1.9473e-4,NaN,57.537,998.59,1115.1,0.05,0.22935
24.519,395.68,-289.61,-12.026,317.69,15.062,7231.1,0.017918,7231.1,1.4197e-4,130.59,9.0685,28.61,-80.577,32.125,5.8877e-4,2.3085e-7,0,0,67.585,0,5.2558,0.05107,35.278,25.876,3.1342,0.28487,7507923,0,12.878,0.4973,0.4973,0.31387,0.052879,0.13055,1.1985e-4,5.1819e-5,-1.6119e-4,0,0,0,0,0,3,7.0686,-65.728,-6.5466e-4,NaN,57.589,999.11,1115.2,0.05,0.22969
24.569,381.19,-290.2,-11.952,318.05,14.994,7237.7,0.017916,7237.7,1.4183e-4,130.14,9.0529,28.61,-80.577,32.125,8.0168e-4,2.3086e-7,-0.0057197,0.0032662,67.585,0,5.2558,0.05107,35.278,25.876,3.1342,0.28518,7519003,0,12.913,0.49732,0.49732,0.31387,0.052883,0.13057,1.632e-4,9.908e-4,4.209e-4,0,0,0,0,-7.0641e-5,3,7.0686,-65.847,-0.0010192,NaN,57.641,999.62,1115.3,0.05,0.23013
24.619,366.66,-290.8,-11.879,318.41,14.926,7244.2,0.017907,7244.2,1.4163e-4,129.69,9.0368,28.61,-80.577,32.125,8.2741e-4,2.3084e-7,-0.0064597,0.0010781,67.585,0,5.2558,0.05107,35.279,25.876,3.1342,0.28549,7530054,0,12.948,0.49735,0.49735,0.31386,0.052887,0.1306,1.6844e-4,2.4319e-4,-2.5642e-4,0,0,0,0,-8.9898e-5,3,7.0686,-65.966,-4.3697e-4,NaN,57.692,1000.1,1115.3,0.05,0.23048
24.669,352.11,-291.39,-11.806,318.77,14.858,7250.6,0.017895,7250.6,1.4141e-4,129.23,9.0205,28.61,-80.577,32.125,0.0010344,2.3088e-7,-0.0058132,-0.0029428,67.585,0,5.2558,0.05107,35.279,25.876,3.1342,0.28579,7541076,0,12.983,0.49737,0.49737,0.31386,0.052892,0.13062,2.1058e-4,9.1358e-4,8.5015e-5,0,0,0,0,-7.2641e-5,3,7.0686,-66.083,0.0010864,NaN,57.744,1000.7,1115.4,0.05,0.23083
24.719,337.52,-291.98,-11.734,319.12,14.791,7257.1,0.017893,7257.1,1.4126e-4,128.78,9.0045,28.61,-80.577,32.126,0.0012772,2.3097e-7,-0.0054502,-0.0034969,67.585,0,5.2558,0.05107,35.279,25.876,3.1342,0.2861,7552068,0,13.018,0.49739,0.49739,0.31385,0.052896,0.13064,2.6002e-4,8.2634e-4,1.9292e-5,0,0,0,0,-6.3711e-5,3,7.0686,-66.2,0.0017592,NaN,57.796,1001.2,1115.4,0.05,0.23118
24.769,322.91,-292.57,-11.66,319.48,14.722,7263.5,0.017905,7263.5,1.4124e-4,128.33,8.9866,28.61,-80.577,32.126,0.001029,2.309e-7,-0.006174,-0.0017769,67.585,0,5.2558,0.05107,35.279,25.876,3.1343,0.2864,7563030,0,13.053,0.49741,0.49741,0.31385,0.0529,0.13066,2.095e-4,5.7018e-4,1.9659e-4,0,0,0,0,-8.1575e-5,3,7.0686,-66.316,8.4221e-4,NaN,57.848,1001.7,1115.5,0.05,0.23152
24.819,308.27,-293.15,-11.587,319.83,14.652,7269.9,0.017922,7269.9,1.4125e-4,127.89,8.9674,28.61,-80.577,32.126,7.9559e-4,2.3093e-7,-0.0061554,0.0017071,67.585,0,5.2558,0.05107,35.279,25.876,3.1344,0.2867,7573962,0,13.088,0.49743,0.49743,0.31384,0.052904,0.13069,1.6198e-4,9.7912e-5,1.7914e-4,0,0,0,0,-8.0905e-5,3,7.0686,-66.431,-3.8327e-4,NaN,57.901,1002.2,1115.5,0.05,0.23187
24.869,293.59,-293.72,-11.515,320.18,14.584,7276.3,0.017935,7276.3,1.4123e-4,127.44,8.9508,28.61,-80.577,32.126,0.0010598,2.3094e-7,-0.0051722,0.0037345,67.585,0,5.2558,0.05107,35.279,25.876,3.1344,0.287,7584864,0,13.123,0.49745,0.49745,0.31384,0.052909,0.13071,2.1576e-4,5.0571e-4,3.9435e-5,0,0,0,0,-5.6997e-5,3,7.0686,-66.546,-0.001491,NaN,57.953,1002.8,1115.6,0.05,0.23221
24.919,278.89,-294.3,-11.443,320.53,14.519,7282.7,0.017936,7282.7,1.4111e-4,126.99,8.9358,28.61,-80.577,32.126,0.0013,2.3095e-7,-0.0057377,0.002702,67.585,0,5.2558,0.05107,35.279,25.876,3.1344,0.2873,7595735,0,13.158,0.49747,0.49747,0.31383,0.052913,0.13073,2.6468e-4,5.3652e-4,2.5417e-4,0,0,0,0,-6.999e-5,3,7.0686,-66.661,-0.0014452,NaN,58.005,1003.3,1115.7,0.05,0.23257
24.969,264.16,-294.87,-11.372,320.88,14.452,7289,0.017925,7289,1.409e-4,126.54,8.9196,28.61,-80.577,32.126,0.0013458,2.3093e-7,-0.0062588,5.6844e-4,67.585,0,5.2558,0.05107,35.279,25.876,3.1344,0.28759,7606575,0,13.192,0.49749,0.49749,0.31382,0.052917,0.13075,2.7401e-4,5.4122e-4,-1.5981e-4,0,0,0,0,-8.31e-5,3,7.0686,-66.775,-4.2482e-4,NaN,58.058,1003.8,1115.7,0.05,0.23292
25.019,249.41,-295.44,-11.298,321.22,14.382,7295.3,0.017911,7295.3,1.4067e-4,126.1,8.8988,28.61,-80.577,32.126,0.0010136,2.3094e-7,-0.0058155,-0.0022048,67.585,0,5.2558,0.05107,35.279,25.876,3.1345,0.28789,7617384,0,13.227,0.49751,0.49751,0.31382,0.052921,0.13077,2.0638e-4,4.0983e-4,-5.7513e-5,0,0,0,0,-7.1592e-5,3,7.0686,-66.887,8.2026e-4,NaN,58.111,1004.3,1115.8,0.05,0.2333
25.069,234.62,-296,-11.225,321.57,14.311,7301.6,0.017905,7301.6,1.405e-4,125.65,8.8772,28.61,-80.577,32.126,7.2018e-4,2.3087e-7,-0.0040415,-0.0046923,67.585,0,5.2558,0.05107,35.28,25.876,3.1346,0.28818,7628162,0,13.261,0.49754,0.49754,0.31381,0.052925,0.1308,1.4663e-4,7.2035e-4,4.1522e-4,0,0,0,0,-3.4502e-5,3,7.0686,-66.999,0.0013851,NaN,58.163,1004.9,1115.8,0.05,0.23364
