3.6439,1526.2,417.55,-72.785,417.81,72.854,48.179,0.014655,48.179,14.887,3.1888,28.61,-80.598,0.07991,0,-0.0045165,3.82E-05,103.53,32.318,0.16844,0,0.0466,-2.16E-04,86.965,0.0010132
3.6939,1547,413.94,-71.985,414.21,72.106,48.921,0.015045,48.921,14.698,4.2379,28.61,-80.598,0.16736,0,-0.0011507,2.16E-05,103.53,32.318,0.16844,0,0.097195,1.29E-04,87.018,0.008979
3.7439,1567.6,410.37,-71.283,410.63,71.362,49.649,0.01542,49.649,14.504,3.3255,28.61,-80.598,0.10165,-6.59E-09,0.0025708,3.08E-05,103.53,32.318,0.16844,0,0.058661,-4.02E-04,87.089,0.015183
3.7939,1588,406.82,-70.623,407.05,70.65,50.371,0.015772,50.371,14.373,1.9093,28.61,-80.598,0.010002,-6.56E-09,-0.003739,2.91E-04,103.53,32.318,0.16844,0,0.0054694,4.79E-04,87.15,0.017631
3.8439,1608.3,403.31,-69.931,403.54,69.951,51.089,0.016104,51.089,14.288,1.6108,28.61,-80.598,0.034864,-5.96E-09,-0.003062,5.66E-05,103.53,32.318,0.16844,0,0.019967,-4.20E-04,87.174,0.011057
3.8939,1628.3,399.8,-69.232,400.07,69.255,51.801,0.016427,51.801,14.204,1.7759,28.61,-80.598,0.021321,-5.96E-09,-0.0023249,1.68E-05,103.53,32.318,0.16844,0,0.012635,-2.63E-05,87.141,-0.0021495
3.9439,1648.3,396.36,-68.576,396.62,68.589,52.51,0.016753,52.51,14.128,1.2586,28.61,-80.598,0.064143,-6.46E-09,-0.0013321,6.51E-06,103.53,32.318,0.16844,0,0.037055,2.96E-04,87.047,-0.014198
3.9939,1668,392.95,-67.91,393.21,67.923,53.215,0.01709,53.215,14.067,1.2513,28.61,-80.598,0.063329,-7.18E-09,2.63E-04,8.97E-06,103.53,32.318,0.16844,0,0.036821,2.24E-04,86.899,-0.017244
4.0439,1687.6,389.57,-67.234,389.83,67.257,53.914,0.017441,53.914,13.994,1.6882,28.61,-80.598,0.022271,-7.12E-09,0.0013011,2.52E-05,103.53,32.318,0.16844,0,0.012594,8.43E-05,86.742,-0.013312
4.0939,1707,386.25,-66.555,386.48,66.601,54.613,0.017805,54.613,13.889,2.5197,28.61,-80.598,0.055928,-7.20E-09,-9.35E-04,2.54E-05,103.53,32.318,0.16844,0,0.031943,-2.34E-04,86.63,-0.0063201
4.1439,1726.2,382.94,-65.928,383.17,65.974,55.305,0.018177,55.305,13.762,2.4802,28.61,-80.598,0.056678,-7.98E-09,4.33E-04,3.01E-05,103.53,32.318,0.16844,0,0.032396,3.59E-04,86.604,0.0019317
