Time(s),Altitude(ft),p,q,r,phi,theta,psi,Vertical Velocity(ft/s)
3.696270196,-1473.940152,0,-1.32E-16,0,0,90,0,-406.2997866
3.701271915,-1475.9701,0,-1.18E-16,0,0,90,0,-405.989609
3.706273634,-1477.998498,0,-1.05E-16,0,0,90,0,-405.6796591
3.711275352,-1480.025348,0,-9.11E-17,0,0,90,0,-405.3699365
3.716277071,-1482.05065,0,-7.78E-17,0,0,90,0,-405.060441
3.72127879,-1484.074406,0,-6.48E-17,0,0,90,0,-404.7511721
3.726280509,-1486.096617,0,-5.21E-17,0,0,90,0,-404.4421295
3.731282228,-1488.117283,0,-3.96E-17,0,0,90,0,-404.133313
3.736283946,-1490.136407,0,-2.74E-17,0,0,90,0,-403.824722
3.741285665,-1492.153989,0,-1.54E-17,0,0,90,0,-403.5163564
3.746287384,-1494.17003,0,-3.80E-18,0,0,90,0,-403.2082158
3.751289103,-1496.184531,0,7.52E-18,0,0,90,0,-402.9002998
3.756290822,-1498.197494,0,1.85E-17,0,0,90,0,-402.5926081
3.76129254,-1500.20892,0,2.92E-17,0,0,90,0,-402.2851404
3.766294259,-1502.218809,0,3.95E-17,0,0,90,0,-401.9778964
3.771295978,-1504.227164,0,4.95E-17,0,0,90,0,-401.6708756
3.776297697,-1506.233984,0,5.91E-17,0,0,90,0,-401.3640778
3.781299416,-1508.239272,0,6.84E-17,0,0,90,0,-401.0575027
3.786301134,-1510.243027,0,7.73E-17,0,0,90,0,-400.7511498
3.791302853,-1512.245252,0,8.58E-17,0,0,90,0,-400.445019
3.796304572,-1514.245948,0,9.39E-17,0,0,90,0,-400.1391098
3.801306291,-1516.245115,0,1.02E-16,0,0,90,0,-399.8334219
3.80630801,-1518.242755,0,1.09E-16,0,0,90,0,-399.527955
3.811309728,-1520.238868,0,1.16E-16,0,0,90,0,-399.2227087
3.816311447,-1522.233457,0,1.22E-16,0,0,90,0,-398.9176828
3.821313166,-1524.226521,0,1.28E-16,0,0,90,0,-398.6128769
3.826314885,-1526.218063,0,1.34E-16,0,0,90,0,-398.3082907
3.831316604,-1528.208082,0,1.39E-16,0,0,90,0,-398.0039239
3.836318322,-1530.196581,0,1.44E-16,0,0,90,0,-397.699776
3.841320041,-1532.18356,0,1.48E-16,0,0,90,0,-397.3958469
3.84632176,-1534.169021,0,1.52E-16,0,0,90,0,-397.0921361
3.851323479,-1536.152964,0,1.56E-16,0,0,90,0,-396.7886434
3.856325198,-1538.135391,0,1.59E-16,0,0,90,0,-396.4853685
3.861326916,-1540.116303,0,1.62E-16,0,0,90,0,-396.1823109
3.866328635,-1542.0957,0,1.64E-16,0,0,90,0,-395.8794704
3.871330354,-1544.073584,0,1.66E-16,0,0,90,0,-395.5768467
3.876332073,-1546.049957,0,1.67E-16,0,0,90,0,-395.2744395
3.881333792,-1548.024818,0,1.68E-16,0,0,90,0,-394.9722484
3.88633551,-1549.998169,0,1.68E-16,0,0,90,0,-394.670273
3.891337229,-1551.970012,0,1.68E-16,0,0,90,0,-394.3685132
3.896338948,-1553.940347,0,1.68E-16,0,0,90,0,-394.0669686
3.901340667,-1555.909175,0,1.67E-16,0,0,90,0,-393.7656387
3.906342386,-1557.876497,0,1.65E-16,0,0,90,0,-393.4645235
3.911344105,-1559.842315,0,1.64E-16,0,0,90,0,-393.1636224
3.916345823,-1561.80663,0,1.62E-16,0,0,90,0,-392.8629353
3.921347542,-1563.769442,0,1.59E-16,0,0,90,0,-392.5624617
3.926349261,-1565.730753,0,1.56E-16,0,0,90,0,-392.2622014
3.93135098,-1567.690564,0,1.53E-16,0,0,90,0,-391.9621541
3.936352699,-1569.648876,0,1.49E-16,0,0,90,0,-391.6623194
3.941354417,-1571.605689,0,1.44E-16,0,0,90,0,-391.362697
3.946356136,-1573.561006,0,1.40E-16,0,0,90,0,-391.0632866
3.951357855,-1575.514826,0,1.35E-16,0,0,90,0,-390.764088
3.956359574,-1577.467152,0,1.29E-16,0,0,90,0,-390.4651007
3.961361293,-1579.417983,0,1.24E-16,0,0,90,0,-390.1663246
3.966363011,-1581.367322,0,1.17E-16,0,0,90,0,-389.8677592
3.97136473,-1583.315169,0,1.11E-16,0,0,90,0,-389.5694043
3.976366449,-1585.261525,0,1.04E-16,0,0,90,0,-389.2712595
3.981368168,-1587.206392,0,9.67E-17,0,0,90,0,-388.9733245
3.986369887,-1589.14977,0,8.91E-17,0,0,90,0,-388.6755992
3.991371605,-1591.09166,0,8.12E-17,0,0,90,0,-388.378083
3.996373324,-1593.032064,0,7.29E-17,0,0,90,0,-388.0807757
4.001375043,-1594.970983,0,6.43E-17,0,0,90,0,-387.7836771
4.006376762,-1596.908417,0,5.55E-17,0,0,90,0,-387.4867868
4.011378481,-1598.844367,0,4.63E-17,0,0,90,0,-387.1901045
4.016380199,-1600.778835,0,3.68E-17,0,0,90,0,-386.8936299
4.021381918,-1602.711822,0,2.71E-17,0,0,90,0,-386.5973627
4.026383637,-1604.643329,0,1.71E-17,0,0,90,0,-386.3013025
4.031385356,-1606.573356,0,6.80E-18,0,0,90,0,-386.0054492
4.036387075,-1608.501905,0,-3.72E-18,0,0,90,0,-385.7098023
4.041388793,-1610.428977,0,-1.45E-17,0,0,90,0,-385.4143617
4.046390512,-1612.354572,0,-2.55E-17,0,0,90,0,-385.1191269
4.051392231,-1614.278693,0,-3.67E-17,0,0,90,0,-384.8240977
4.05639395,-1616.201339,0,-4.81E-17,0,0,90,0,-384.5292738
4.061395669,-1618.122512,0,-5.97E-17,0,0,90,0,-384.2346548
4.066397387,-1620.042214,0,-7.14E-17,0,0,90,0,-383.9402406
4.071399106,-1621.960444,0,-8.34E-17,0,0,90,0,-383.6460307
4.076400825,-1623.877204,0,-9.55E-17,0,0,90,0,-383.3520249
4.081402544,-1625.792495,0,-1.08E-16,0,0,90,0,-383.0582229
4.086404263,-1627.706318,0,-1.20E-16,0,0,90,0,-382.7646244
4.091405981,-1629.618674,0,-1.33E-16,0,0,90,0,-382.471229
4.0964077,-1631.529565,0,-1.45E-16,0,0,90,0,-382.1780366
4.101409419,-1633.43899,0,-1.58E-16,0,0,90,0,-381.8850468
4.106411138,-1635.346951,0,-1.71E-16,0,0,90,0,-381.5922593
4.111412857,-1637.253449,0,-1.84E-16,0,0,90,0,-381.2996737
4.116414575,-1639.158486,0,-1.97E-16,0,0,90,0,-381.0072899
4.121416294,-1641.062061,0,-2.10E-16,0,0,90,0,-380.7151076
4.126418013,-1642.964177,0,-2.23E-16,0,0,90,0,-380.4231263
4.131419732,-1644.864834,0,-2.36E-16,0,0,90,0,-380.1313459
4.136421451,-1646.764033,0,-2.49E-16,0,0,90,0,-379.8397661
4.141423169,-1648.661775,0,-2.62E-16,0,0,90,0,-379.5483864
4.146424888,-1650.558061,0,-2.75E-16,0,0,90,0,-379.2572068
4.151426607,-1652.452892,0,-2.88E-16,0,0,90,0,-378.9662268
4.156428326,-1654.346269,0,-3.02E-16,0,0,90,0,-378.6754462
4.161430045,-1656.238193,0,-3.15E-16,0,0,90,0,-378.3848647
4.166431763,-1658.128666,0,-3.28E-16,0,0,90,0,-378.0944821
4.171433482,-1660.017687,0,-3.41E-16,0,0,90,0,-377.8042979
4.176435201,-1661.905259,0,-3.53E-16,0,0,90,0,-377.5143119
4.18143692,-1663.791381,0,-3.66E-16,0,0,90,0,-377.2245239
4.186438639,-1665.676056,0,-3.79E-16,0,0,90,0,-376.9349336
4.191440358,-1667.559284,0,-3.92E-16,0,0,90,0,-376.6455406
4.196442076,-1669.441065,0,-4.04E-16,0,0,90,0,-376.3563447
4.201443795,-1671.321402,0,-4.16E-16,0,0,90,0,-376.0673455
4.206445514,-1673.200295,0,-4.29E-16,0,0,90,0,-375.7785429
4.211447233,-1675.077745,0,-4.41E-16,0,0,90,0,-375.4899366
4.216448952,-1676.953752,0,-4.53E-16,0,0,90,0,-375.2015261
4.22145067,-1678.828319,0,-4.64E-16,0,0,90,0,-374.9133114
4.226452389,-1680.701445,0,-4.76E-16,0,0,90,0,-374.625292
4.231454108,-1682.573133,0,-4.87E-16,0,0,90,0,-374.3374677
4.236455827,-1684.443382,0,-4.99E-16,0,0,90,0,-374.0498382
4.241457546,-1686.312194,0,-5.10E-16,0,0,90,0,-373.7624032
4.246459264,-1688.17957,0,-5.20E-16,0,0,90,0,-373.4751625
4.251460983,-1690.04551,0,-5.31E-16,0,0,90,0,-373.1881158
4.256462702,-1691.910016,0,-5.41E-16,0,0,90,0,-372.9012627
4.261464421,-1693.773089,0,-5.52E-16,0,0,90,0,-372.6146031
4.26646614,-1695.63473,0,-5.61E-16,0,0,90,0,-372.3281366
4.271467858,-1697.494939,0,-5.71E-16,0,0,90,0,-372.0418629
4.276469577,-1699.353718,0,-5.80E-16,0,0,90,0,-371.7557818
4.281471296,-1701.211068,0,-5.90E-16,0,0,90,0,-371.469893
4.286473015,-1703.066989,0,-5.98E-16,0,0,90,0,-371.1841963
4.291474734,-1704.921482,0,-6.07E-16,0,0,90,0,-370.8986912
4.296476452,-1706.774549,0,-6.15E-16,0,0,90,0,-370.6133777
4.301478171,-1708.62619,0,-6.23E-16,0,0,90,0,-370.3282553
4.30647989,-1710.476407,0,-6.31E-16,0,0,90,0,-370.0433239
4.311481609,-1712.3252,0,-6.39E-16,0,0,90,0,-369.7585831
4.316483328,-1714.17257,0,-6.46E-16,0,0,90,0,-369.4740326
4.321485046,-1716.018518,0,-6.53E-16,0,0,90,0,-369.1896723
4.326486765,-1717.863046,0,-6.59E-16,0,0,90,0,-368.9055018
4.331488484,-1719.706154,0,-6.65E-16,0,0,90,0,-368.6215208
4.336490203,-1721.547842,0,-6.71E-16,0,0,90,0,-368.3377291
4.341491922,-1723.388113,0,-6.77E-16,0,0,90,0,-368.0541264
4.34649364,-1725.226966,0,-6.82E-16,0,0,90,0,-367.7707125
4.351495359,-1727.064404,0,-6.87E-16,0,0,90,0,-367.487487
4.356497078,-1728.900426,0,-6.92E-16,0,0,90,0,-367.2044497
4.361498797,-1730.735034,0,-6.96E-16,0,0,90,0,-366.9216003
4.366500516,-1732.568229,0,-7.00E-16,0,0,90,0,-366.6389386
4.371502234,-1734.400011,0,-7.03E-16,0,0,90,0,-366.3564643
4.376503953,-1736.230382,0,-7.07E-16,0,0,90,0,-366.074177
4.381505672,-1738.059342,0,-7.10E-16,0,0,90,0,-365.7920767
4.386507391,-1739.886893,0,-7.12E-16,0,0,90,0,-365.5101629
4.39150911,-1741.713035,0,-7.14E-16,0,0,90,0,-365.2284354
4.396510828,-1743.53777,0,-7.16E-16,0,0,90,0,-364.946894
4.401512547,-1745.361098,0,-7.18E-16,0,0,90,0,-364.6655383
4.406514266,-1747.183019,0,-7.19E-16,0,0,90,0,-364.3843682
4.411515985,-1749.003536,0,-7.20E-16,0,0,90,0,-364.1033833
4.416517704,-1750.822649,0,-7.21E-16,0,0,90,0,-363.8225834
4.421519422,-1752.640359,0,-7.21E-16,0,0,90,0,-363.5419682
4.426521141,-1754.456667,0,-7.21E-16,0,0,90,0,-363.2615375
4.43152286,-1756.271573,0,-7.20E-16,0,0,90,0,-362.9812909
4.436524579,-1758.085079,0,-7.19E-16,0,0,90,0,-362.7012284
4.441526298,-1759.897186,0,-7.18E-16,0,0,90,0,-362.4213494
4.446528017,-1761.707894,0,-7.17E-16,0,0,90,0,-362.1416539
4.451529735,-1763.517205,0,-7.15E-16,0,0,90,0,-361.8621415
4.456531454,-1765.325119,0,-7.13E-16,0,0,90,0,-361.582812
4.461533173,-1767.131637,0,-7.11E-16,0,0,90,0,-361.3036651
4.466534892,-1768.936761,0,-7.08E-16,0,0,90,0,-361.0247006
4.471536611,-1770.740491,0,-7.05E-16,0,0,90,0,-360.7459182
4.476538329,-1772.542827,0,-7.01E-16,0,0,90,0,-360.4673177
4.481540048,-1774.343772,0,-6.98E-16,0,0,90,0,-360.1888987
4.486541767,-1776.143325,0,-6.94E-16,0,0,90,0,-359.910661
4.491543486,-1777.941488,0,-6.90E-16,0,0,90,0,-359.6326044
4.496545205,-1779.738262,0,-6.85E-16,0,0,90,0,-359.3547286
4.501546923,-1781.533647,0,-6.80E-16,0,0,90,0,-359.0770334
4.506548642,-1783.327644,0,-6.75E-16,0,0,90,0,-358.7995185
4.511550361,-1785.120255,0,-6.70E-16,0,0,90,0,-358.5221836
4.51655208,-1786.91148,0,-6.64E-16,0,0,90,0,-358.2450285
4.521553799,-1788.701321,0,-6.58E-16,0,0,90,0,-357.9680529
4.526555517,-1790.489777,0,-6.52E-16,0,0,90,0,-357.6912566
4.531557236,-1792.27685,0,-6.46E-16,0,0,90,0,-357.4146393
4.536558955,-1794.062541,0,-6.39E-16,0,0,90,0,-357.1382008
4.541560674,-1795.846851,0,-6.32E-16,0,0,90,0,-356.8619408
4.546562393,-1797.62978,0,-6.25E-16,0,0,90,0,-356.5858591
4.551564111,-1799.41133,0,-6.18E-16,0,0,90,0,-356.3099553
4.55656583,-1801.191501,0,-6.10E-16,0,0,90,0,-356.0342293
4.561567549,-1802.970295,0,-6.02E-16,0,0,90,0,-355.7586809
4.566569268,-1804.747711,0,-5.94E-16,0,0,90,0,-355.4833096
4.571570987,-1806.523752,0,-5.86E-16,0,0,90,0,-355.2081154
4.576572705,-1808.298417,0,-5.78E-16,0,0,90,0,-354.9330979
4.581574424,-1810.071708,0,-5.69E-16,0,0,90,0,-354.6582569
4.586576143,-1811.843626,0,-5.61E-16,0,0,90,0,-354.3835922
4.591577862,-1813.614172,0,-5.52E-16,0,0,90,0,-354.1091034
4.596579581,-1815.383346,0,-5.43E-16,0,0,90,0,-353.8347904
4.601581299,-1817.151149,0,-5.34E-16,0,0,90,0,-353.5606529
4.606583018,-1818.917583,0,-5.24E-16,0,0,90,0,-353.2866907
4.611584737,-1820.682647,0,-5.15E-16,0,0,90,0,-353.0129034
4.616586456,-1822.446344,0,-5.05E-16,0,0,90,0,-352.739291
4.621588175,-1824.208673,0,-4.96E-16,0,0,90,0,-352.465853
4.626589893,-1825.969636,0,-4.86E-16,0,0,90,0,-352.1925893
4.631591612,-1827.729233,0,-4.76E-16,0,0,90,0,-351.9194996
4.636593331,-1829.487466,0,-4.66E-16,0,0,90,0,-351.6465837
4.64159505,-1831.244335,0,-4.56E-16,0,0,90,0,-351.3738413
4.646596769,-1832.999842,0,-4.46E-16,0,0,90,0,-351.1012722
4.651598487,-1834.753986,0,-4.35E-16,0,0,90,0,-350.8288762
4.656600206,-1836.506769,0,-4.25E-16,0,0,90,0,-350.5566529
4.661601925,-1838.258192,0,-4.15E-16,0,0,90,0,-350.2846022
4.666603644,-1840.008256,0,-4.04E-16,0,0,90,0,-350.0127238
4.671605363,-1841.756961,0,-3.94E-16,0,0,90,0,-349.7410174
4.676607081,-1843.504309,0,-3.83E-16,0,0,90,0,-349.4694829
4.6816088,-1845.250299,0,-3.73E-16,0,0,90,0,-349.19812
4.686610519,-1846.994934,0,-3.62E-16,0,0,90,0,-348.9269284
4.691612238,-1848.738213,0,-3.52E-16,0,0,90,0,-348.6559079
4.696613957,-1850.480139,0,-3.42E-16,0,0,90,0,-348.3850582
4.701615675,-1852.22071,0,-3.31E-16,0,0,90,0,-348.1143792
4.706617394,-1853.95993,0,-3.21E-16,0,0,90,0,-347.8438706
4.711619113,-1855.697797,0,-3.10E-16,0,0,90,0,-347.5735321
4.716620832,-1857.434314,0,-3.00E-16,0,0,90,0,-347.3033635
4.721622551,-1859.169481,0,-2.89E-16,0,0,90,0,-347.0333645
4.72662427,-1860.903299,0,-2.79E-16,0,0,90,0,-346.763535
4.731625988,-1862.635768,0,-2.69E-16,0,0,90,0,-346.4938746
4.736627707,-1864.36689,0,-2.59E-16,0,0,90,0,-346.2243832
4.741629426,-1866.096665,0,-2.49E-16,0,0,90,0,-345.9550605
4.746631145,-1867.825095,0,-2.39E-16,0,0,90,0,-345.6859063
4.751632864,-1869.55218,0,-2.29E-16,0,0,90,0,-345.4169203
4.756634582,-1871.27792,0,-2.19E-16,0,0,90,0,-345.1481024
4.761636301,-1873.002317,0,-2.09E-16,0,0,90,0,-344.8794521
4.76663802,-1874.725372,0,-2.00E-16,0,0,90,0,-344.6109695
4.771639739,-1876.447085,0,-1.90E-16,0,0,90,0,-344.3426541
4.776641458,-1878.167458,0,-1.81E-16,0,0,90,0,-344.0745057
4.781643176,-1879.886491,0,-1.72E-16,0,0,90,0,-343.8065242
4.786644895,-1881.604184,0,-1.63E-16,0,0,90,0,-343.5387093
4.791646614,-1883.320539,0,-1.54E-16,0,0,90,0,-343.2710608
4.796648333,-1885.035557,0,-1.45E-16,0,0,90,0,-343.0035783
4.801650052,-1886.749239,0,-1.36E-16,0,0,90,0,-342.7362618
4.80665177,-1888.461584,0,-1.28E-16,0,0,90,0,-342.4691109
4.811653489,-1890.172595,0,-1.19E-16,0,0,90,0,-342.2021255
4.816655208,-1891.882271,0,-1.11E-16,0,0,90,0,-341.9353053
4.821656927,-1893.590615,0,-1.03E-16,0,0,90,0,-341.66865
4.826658646,-1895.297625,0,-9.56E-17,0,0,90,0,-341.4021594
4.831660364,-1897.003305,0,-8.80E-17,0,0,90,0,-341.1358334
4.836662083,-1898.707653,0,-8.07E-17,0,0,90,0,-340.8696717
4.841663802,-1900.410671,0,-7.35E-17,0,0,90,0,-340.603674
4.846665521,-1902.11236,0,-6.65E-17,0,0,90,0,-340.3378401
4.85166724,-1903.812721,0,-5.97E-17,0,0,90,0,-340.0721698
4.856668958,-1905.511755,0,-5.32E-17,0,0,90,0,-339.8066629
4.861670677,-1907.209461,0,-4.68E-17,0,0,90,0,-339.5413191
4.866672396,-1908.905842,0,-4.07E-17,0,0,90,0,-339.2761382
4.871674115,-1910.600898,0,-3.48E-17,0,0,90,0,-339.01112
4.876675834,-1912.294629,0,-2.91E-17,0,0,90,0,-338.7462642
4.881677552,-1913.987037,0,-2.36E-17,0,0,90,0,-338.4815707
4.886679271,-1915.678122,0,-1.84E-17,0,0,90,0,-338.2170392
4.89168099,-1917.367885,0,-1.35E-17,0,0,90,0,-337.9526694
4.896682709,-1919.056328,0,-8.72E-18,0,0,90,0,-337.6884612
4.901684428,-1920.74345,0,-4.22E-18,0,0,90,0,-337.4244144
4.906686146,-1922.429252,0,3.84E-20,0,0,90,0,-337.1605286
4.911687865,-1924.113736,0,4.05E-18,0,0,90,0,-336.8968037
4.916689584,-1925.796902,0,7.81E-18,0,0,90,0,-336.6332394
4.921691303,-1927.478752,0,1.13E-17,0,0,90,0,-336.3698356
4.926693022,-1929.159285,0,1.46E-17,0,0,90,0,-336.106592
4.93169474,-1930.838502,0,1.76E-17,0,0,90,0,-335.8435084
4.936696459,-1932.516405,0,2.03E-17,0,0,90,0,-335.5805845
4.941698178,-1934.192994,0,2.28E-17,0,0,90,0,-335.3178202
4.946699897,-1935.86827,0,2.51E-17,0,0,90,0,-335.0552152
4.951701616,-1937.542234,0,2.71E-17,0,0,90,0,-334.7927693
4.956703334,-1939.214887,0,2.88E-17,0,0,90,0,-334.5304822
4.961705053,-1940.886228,0,3.03E-17,0,0,90,0,-334.2683539
4.966706772,-1942.55626,0,3.15E-17,0,0,90,0,-334.0063839
4.971708491,-1944.224983,0,3.24E-17,0,0,90,0,-333.7445722
4.97671021,-1945.892398,0,3.31E-17,0,0,90,0,-333.4829184
4.981711928,-1947.558505,0,3.35E-17,0,0,90,0,-333.2214225
4.986713647,-1949.223305,0,3.37E-17,0,0,90,0,-332.9600841
4.991715366,-1950.8868,0,3.37E-17,0,0,90,0,-332.698903
4.996717085,-1952.548989,0,3.33E-17,0,0,90,0,-332.4378791
5.001718804,-1954.209874,0,3.27E-17,0,0,90,0,-332.177012
5.006720523,-1955.869456,0,3.19E-17,0,0,90,0,-331.9163017
5.011722241,-1957.527734,0,3.08E-17,0,0,90,0,-331.6557478
5.01672396,-1959.184711,0,2.95E-17,0,0,90,0,-331.3953502
5.021725679,-1960.840387,0,2.79E-17,0,0,90,0,-331.1351086
5.026727398,-1962.494762,0,2.61E-17,0,0,90,0,-330.8750228
5.031729117,-1964.147837,0,2.40E-17,0,0,90,0,-330.6150926
5.036730835,-1965.799614,0,2.17E-17,0,0,90,0,-330.3553178
5.041732554,-1967.450092,0,1.91E-17,0,0,90,0,-330.0956982
5.046734273,-1969.099274,0,1.63E-17,0,0,90,0,-329.8362336
5.051735992,-1970.747158,0,1.33E-17,0,0,90,0,-329.5769237
5.056737711,-1972.393747,0,1.00E-17,0,0,90,0,-329.3177683
5.061739429,-1974.039041,0,6.51E-18,0,0,90,0,-329.0587673
5.066741148,-1975.68304,0,2.79E-18,0,0,90,0,-328.7999203
5.071742867,-1977.325747,0,-1.15E-18,0,0,90,0,-328.5412273
5.076744586,-1978.96716,0,-5.31E-18,0,0,90,0,-328.2826879
5.081746305,-1980.607282,0,-9.69E-18,0,0,90,0,-328.024302
5.086748023,-1982.246112,0,-1.43E-17,0,0,90,0,-327.7660693
5.091749742,-1983.883652,0,-1.91E-17,0,0,90,0,-327.5079897
5.096751461,-1985.519902,0,-2.41E-17,0,0,90,0,-327.250063
5.10175318,-1987.154864,0,-2.93E-17,0,0,90,0,-326.9922888
5.106754899,-1988.788537,0,-3.47E-17,0,0,90,0,-326.7346671
5.111756617,-1990.420923,0,-4.03E-17,0,0,90,0,-326.4771976
5.116758336,-1992.052022,0,-4.60E-17,0,0,90,0,-326.21988
5.121760055,-1993.681836,0,-5.20E-17,0,0,90,0,-325.9627143
5.126761774,-1995.310364,0,-5.81E-17,0,0,90,0,-325.7057001
5.131763493,-1996.937609,0,-6.45E-17,0,0,90,0,-325.4488373
5.136765211,-1998.563569,0,-7.09E-17,0,0,90,0,-325.1921256
5.14176693,-2000.188247,0,-7.76E-17,0,0,90,0,-324.9355649
5.146768649,-2001.811643,0,-8.44E-17,0,0,90,0,-324.6791549
5.151770368,-2003.433757,0,-9.14E-17,0,0,90,0,-324.4228955
5.156772087,-2005.054591,0,-9.85E-17,0,0,90,0,-324.1667864
5.161773805,-2006.674145,0,-1.06E-16,0,0,90,0,-323.9108274
5.166775524,-2008.29242,0,-1.13E-16,0,0,90,0,-323.6550183
5.171777243,-2009.909417,0,-1.21E-16,0,0,90,0,-323.3993589
5.176778962,-2011.525136,0,-1.28E-16,0,0,90,0,-323.1438491
5.181780681,-2013.139579,0,-1.36E-16,0,0,90,0,-322.8884885
5.186782399,-2014.752745,0,-1.44E-16,0,0,90,0,-322.633277
5.191784118,-2016.364636,0,-1.52E-16,0,0,90,0,-322.3782144
5.196785837,-2017.975253,0,-1.60E-16,0,0,90,0,-322.1233005
5.201787556,-2019.584596,0,-1.68E-16,0,0,90,0,-321.8685351
5.206789275,-2021.192665,0,-1.77E-16,0,0,90,0,-321.6139179
5.211790993,-2022.799462,0,-1.85E-16,0,0,90,0,-321.3594488
5.216792712,-2024.404988,0,-1.94E-16,0,0,90,0,-321.1051276
5.221794431,-2026.009243,0,-2.02E-16,0,0,90,0,-320.8509541
5.22679615,-2027.612227,0,-2.11E-16,0,0,90,0,-320.596928
5.231797869,-2029.213943,0,-2.20E-16,0,0,90,0,-320.3430491
5.236799587,-2030.814389,0,-2.29E-16,0,0,90,0,-320.0893174
5.241801306,-2032.413568,0,-2.37E-16,0,0,90,0,-319.8357324
5.246803025,-2034.011479,0,-2.46E-16,0,0,90,0,-319.5822942
5.251804744,-2035.608124,0,-2.55E-16,0,0,90,0,-319.3290024
5.256806463,-2037.203504,0,-2.64E-16,0,0,90,0,-319.0758568
5.261808182,-2038.797618,0,-2.73E-16,0,0,90,0,-318.8228573
5.2668099,-2040.390468,0,-2.82E-16,0,0,90,0,-318.5700036
5.271811619,-2041.982054,0,-2.91E-16,0,0,90,0,-318.3172956
5.276813338,-2043.572378,0,-3.01E-16,0,0,90,0,-318.0647331
5.281815057,-2045.16144,0,-3.10E-16,0,0,90,0,-317.8123158
5.286816776,-2046.74924,0,-3.19E-16,0,0,90,0,-317.5600436
5.291818494,-2048.335779,0,-3.28E-16,0,0,90,0,-317.3079162
5.296820213,-2049.921059,0,-3.37E-16,0,0,90,0,-317.0559335
5.301821932,-2051.50508,0,-3.46E-16,0,0,90,0,-316.8040952
5.306823651,-2053.087842,0,-3.55E-16,0,0,90,0,-316.5524012
5.31182537,-2054.669346,0,-3.64E-16,0,0,90,0,-316.3008513
5.316827088,-2056.249593,0,-3.73E-16,0,0,90,0,-316.0494453
5.321828807,-2057.828584,0,-3.82E-16,0,0,90,0,-315.7981829
5.326830526,-2059.406319,0,-3.91E-16,0,0,90,0,-315.547064
5.331832245,-2060.9828,0,-4.00E-16,0,0,90,0,-315.2960884
5.336833964,-2062.558026,0,-4.09E-16,0,0,90,0,-315.0452558
5.341835682,-2064.131999,0,-4.18E-16,0,0,90,0,-314.7945662
5.346837401,-2065.704719,0,-4.27E-16,0,0,90,0,-314.5440193
5.35183912,-2067.276187,0,-4.36E-16,0,0,90,0,-314.2936148
5.356840839,-2068.846404,0,-4.44E-16,0,0,90,0,-314.0433527
5.361842558,-2070.41537,0,-4.53E-16,0,0,90,0,-313.7932327
5.366844276,-2071.983086,0,-4.61E-16,0,0,90,0,-313.5432546
5.371845995,-2073.549553,0,-4.70E-16,0,0,90,0,-313.2934182
5.376847714,-2075.114772,0,-4.78E-16,0,0,90,0,-313.0437233
5.381849433,-2076.678743,0,-4.86E-16,0,0,90,0,-312.7941698
5.386851152,-2078.241467,0,-4.94E-16,0,0,90,0,-312.5447575
5.39185287,-2079.802944,0,-5.03E-16,0,0,90,0,-312.2954861
5.396854589,-2081.363176,0,-5.10E-16,0,0,90,0,-312.0463554
5.401856308,-2082.922163,0,-5.18E-16,0,0,90,0,-311.7973654
5.406858027,-2084.479905,0,-5.26E-16,0,0,90,0,-311.5485157
5.411859746,-2086.036404,0,-5.34E-16,0,0,90,0,-311.2998062
5.416861464,-2087.59166,0,-5.41E-16,0,0,90,0,-311.0512367
5.421863183,-2089.145674,0,-5.49E-16,0,0,90,0,-310.802807
5.426864902,-2090.698447,0,-5.56E-16,0,0,90,0,-310.5545169
5.431866621,-2092.249979,0,-5.63E-16,0,0,90,0,-310.3063662
5.43686834,-2093.800271,0,-5.70E-16,0,0,90,0,-310.0583548
5.441870058,-2095.349323,0,-5.77E-16,0,0,90,0,-309.8104825
5.446871777,-2096.897137,0,-5.83E-16,0,0,90,0,-309.562749
5.451873496,-2098.443713,0,-5.90E-16,0,0,90,0,-309.3151541
5.456875215,-2099.989051,0,-5.96E-16,0,0,90,0,-309.0676978
5.461876934,-2101.533153,0,-6.03E-16,0,0,90,0,-308.8203797
5.466878652,-2103.076019,0,-6.09E-16,0,0,90,0,-308.5731997
5.471880371,-2104.61765,0,-6.15E-16,0,0,90,0,-308.3261577
5.47688209,-2106.158046,0,-6.20E-16,0,0,90,0,-308.0792534
5.481883809,-2107.697208,0,-6.26E-16,0,0,90,0,-307.8324866
5.486885528,-2109.235138,0,-6.32E-16,0,0,90,0,-307.5858572
5.491887246,-2110.771835,0,-6.37E-16,0,0,90,0,-307.339365
5.496888965,-2112.3073,0,-6.42E-16,0,0,90,0,-307.0930098
5.501890684,-2113.841534,0,-6.47E-16,0,0,90,0,-306.8467913
5.506892403,-2115.374537,0,-6.52E-16,0,0,90,0,-306.6007095
5.511894122,-2116.906311,0,-6.56E-16,0,0,90,0,-306.3547641
5.51689584,-2118.436856,0,-6.61E-16,0,0,90,0,-306.1089549
5.521897559,-2119.966172,0,-6.65E-16,0,0,90,0,-305.8632818
5.526899278,-2121.494261,0,-6.69E-16,0,0,90,0,-305.6177446
5.531900997,-2123.021123,0,-6.73E-16,0,0,90,0,-305.372343
5.536902716,-2124.546758,0,-6.77E-16,0,0,90,0,-305.127077
5.541904435,-2126.071168,0,-6.80E-16,0,0,90,0,-304.8819463
