time,altitude,Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),thrust,Drag force (N),CD,Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.40474,52.971,262.29,589.49,262.33,589.7,0.65684,1.1857E-05,0.65684,0.0010343,4.7661,15.962,28.61,-80.6,9.792,0.061251,2.3268E-08,0.058082,0.00073093,795.02,249.33,0.010401,0.00027535,30.104,23.023,1.4162,0.77125,8267555,519.81,43.698,0.53048,0.53048,0.19877,0.13438,0.19733,0.0067929,0.0091438,7.5415E-05,0,0,0,0,4.289E-05,0.033589,5,19.635,88.538,0.038314,NaN,14.656,1007,340.18,0.0093603,0.0073988
0.4141,55.452,267.8,584.19,267.84,584.31,0.70209,2.1714E-05,0.70209,0.0017721,4.8949,11.488,28.61,-80.6,9.792,0.13365,1.2048E-08,-0.054511,0.00032993,792.78,247.09,0.010377,0.00027495,30.14,23.012,1.4256,0.78749,8439768,517.08,45.884,0.53442,0.53444,0.19823,0.13557,0.20062,0.014904,0.020989,-0.00038718,0,0,0,0,-3.6238E-05,0.034295,5,19.635,88.733,0.041856,NaN,14.64,1006.7,340.17,0.0080403,0.0075191
0.42214,57.624,272.5,580.56,272.55,580.62,0.74178,3.1487E-05,0.74178,0.0024321,4.9742,8.311,28.61,-80.6,9.792,0.26262,1.9977E-08,-0.036984,0.00026517,790.28,244.59,0.010349,0.0002745,30.158,23,1.4317,0.80133,8586510,515.19,47.812,0.53784,0.53795,0.19777,0.1366,0.20348,0.029484,0.041995,-0.0002384,0,0,0,0,-1.6111E-05,0.034897,5,19.635,88.868,0.024074,NaN,14.625,1006.5,340.16,0.0038716,0.0076022
0.42601,58.684,274.75,579.79,274.8,579.84,0.7611,3.6415E-05,0.7611,0.0027414,5.0043,7.2799,28.61,-80.6,9.792,0.30135,2.0389E-08,-0.024769,0.00026602,788.57,242.89,0.01033,0.00027419,30.172,22.992,1.4361,0.80796,8656781,513.83,48.754,0.5395,0.53965,0.19754,0.1371,0.20486,0.033919,0.048943,-0.00032633,0,0,0,0,-7.1079E-06,0.035186,5,19.635,88.912,0.0056831,NaN,14.619,1006.4,340.16,0.0032621,0.0076849
0.42927,59.583,276.65,577.99,276.69,578.03,0.77746,4.0565E-05,0.77746,0.0029895,5.0271,6.7139,28.61,-80.6,9.792,0.31942,2.1247E-08,-0.013185,0.0002949,787.58,241.9,0.010319,0.00027401,30.187,22.987,1.44,0.81353,8715785,512.55,49.554,0.54091,0.54108,0.19735,0.13752,0.20604,0.036016,0.051723,0.00016764,0,0,0,0,-1.9867E-06,0.035428,5,19.635,88.934,-0.01309,NaN,14.613,1006.3,340.15,0.0030417,0.0077679
0.43231,60.427,278.4,576.16,278.45,576.2,0.79278,4.4353E-05,0.79278,0.0032054,5.0472,6.4776,28.61,-80.6,9.792,0.32352,1.9413E-08,-0.0018606,0.00030389,786.73,241.04,0.01031,0.00027386,30.203,22.983,1.4442,0.81871,8770606,511.33,50.304,0.54222,0.5424,0.19717,0.13792,0.20714,0.036523,0.053035,-0.0001137,0,0,0,0,-3.9064E-08,0.035653,5,19.635,88.942,-0.031847,NaN,14.607,1006.2,340.15,0.0029267,0.0078606
0.43524,61.244,280.09,574.36,280.14,574.39,0.80758,4.7851E-05,0.80758,0.0033949,5.0662,6.5293,28.61,-80.6,9.792,0.31567,1.775E-08,0.0091644,0.0002909,785.91,240.23,0.010301,0.00027371,30.222,22.979,1.4486,0.82368,8823171,510.13,51.03,0.5435,0.54366,0.197,0.1383,0.2082,0.035666,0.051584,0.00046288,0,0,0,0,9.3634E-07,0.035869,5,19.635,88.938,-0.048074,NaN,14.602,1006.1,340.15,0.0029705,0.0079621
0.43821,62.079,281.8,572.45,281.84,572.49,0.82266,5.1195E-05,0.82266,0.0035656,5.0861,6.863,28.61,-80.6,9.792,0.2961,1.5235E-08,0.020126,0.00026515,785.11,239.43,0.010292,0.00027356,30.243,22.975,1.4536,0.8287,8876340,508.89,51.77,0.54479,0.54494,0.19682,0.13869,0.20928,0.033471,0.04854,-0.00034719,0,0,0,0,4.4613E-06,0.036087,5,19.635,88.923,-0.05929,NaN,14.596,1006,340.14,0.0031163,0.0080583
0.44133,62.96,283.58,570.4,283.63,570.45,0.83854,5.4427E-05,0.83854,0.0037188,5.1084,7.5067,28.61,-80.6,9.792,0.26378,1.5643E-08,0.030794,0.00033905,784.29,238.6,0.010283,0.00027342,30.267,22.97,1.4594,0.83395,8931917,507.55,52.552,0.54615,0.54627,0.19664,0.1391,0.21041,0.029823,0.043589,-0.00036178,0,0,0,0,1.0314E-05,0.036316,5,19.635,88.894,-0.067873,NaN,14.591,1005.9,340.14,0.003424,0.0081568
0.44475,63.934,285.53,568.07,285.58,568.14,0.85608,5.7596E-05,0.85608,0.0038548,5.1359,8.53,28.61,-80.6,9.792,0.21593,1.3189E-08,0.041089,0.00047062,783.4,237.71,0.010273,0.00027325,30.297,22.966,1.4662,0.83971,8992743,506.02,53.415,0.54765,0.54773,0.19644,0.13955,0.21166,0.02441,0.035973,-3.7919E-05,0,0,0,0,1.8112E-05,0.036566,5,19.635,88.849,-0.074812,NaN,14.584,1005.8,340.14,0.0040887,0.0082701
0.44884,65.106,287.86,565.16,287.9,565.25,0.87715,6.079E-05,0.87715,0.0039708,5.174,10.113,28.61,-80.6,9.792,0.14525,1.1133E-08,0.050516,0.0007543,782.37,236.69,0.010262,0.00027307,30.336,22.961,1.4749,0.84654,9065052,503.95,54.456,0.54945,0.54949,0.19619,0.1401,0.21316,0.01641,0.023734,-0.00020083,0,0,0,0,2.6936E-05,0.036863,5,19.635,88.782,-0.080659,NaN,14.577,1005.6,340.13,0.0060916,0.0083525
0.45493,66.87,291.29,560.41,291.34,560.56,0.90888,6.4196E-05,0.90888,0.0040469,5.2443,12.956,28.61,-80.6,9.792,0.02234,8.6807E-09,0.056957,0.0048458,780.99,235.3,0.010246,0.00027282,30.397,22.954,1.4887,0.85667,9172107,500.84,56.025,0.55214,0.55214,0.19583,0.14091,0.21541,0.0025204,0.0036975,-0.00047952,0,0,0,0,3.3439E-05,0.037304,5,19.635,88.662,-0.077883,NaN,14.565,1005.4,340.13,0.0091374,0.0084613
0.46407,69.555,296.41,553.15,296.46,553.42,0.9574,6.6145E-05,0.9574,0.0039584,5.3835,17.265,28.61,-80.6,9.792,0.15578,0,-0.048344,0.00069752,778.92,233.23,0.010224,0.00027245,30.424,22.944,1.4961,0.87174,9331156,497.93,58.425,0.55621,0.55625,0.19528,0.14214,0.21879,0.01771,0.02653,-0.00024015,0,0,0,0,-2.3267E-05,0.037958,5,19.635,88.482,-0.061947,NaN,14.548,1005.1,340.11,0.0051228,0.0085566
0.46919,71.081,299.25,551.1,299.3,551.44,0.98522,6.572E-05,0.98522,0.003822,5.4774,19.177,28.61,-80.6,9.792,0.22883,0,-0.034197,0.00049246,776.98,231.29,0.010202,0.0002721,30.44,22.934,1.5012,0.8801,9419466,496.2,59.792,0.5585,0.55859,0.19497,0.14284,0.2207,0.026127,0.03967,0.00043491,0,0,0,0,-1.1422E-05,0.038322,5,19.635,88.405,-0.042383,NaN,14.538,1004.9,340.11,0.0033546,0.0086399
0.47254,72.088,301.1,549.45,301.15,549.81,1.0037,6.5008E-05,1.0037,0.003711,5.5434,20.017,28.61,-80.6,9.792,0.25969,8.5447E-09,-0.022311,0.00043973,775.83,230.14,0.010189,0.00027189,30.454,22.928,1.5051,0.88556,9476998,494.92,60.694,0.56,0.56012,0.19476,0.14329,0.22195,0.029717,0.044331,0.00043758,0,0,0,0,-4.8024E-06,0.038559,5,19.635,88.371,-0.027474,NaN,14.531,1004.8,340.1,0.0029617,0.0087398
0.47551,72.982,302.72,547.57,302.78,547.95,1.0202,6.4202E-05,1.0202,0.0036056,5.6034,20.423,28.61,-80.6,9.792,0.27399,8.2223E-09,-0.010675,0.00037434,774.97,229.28,0.01018,0.00027173,30.469,22.924,1.509,0.89035,9527589,493.75,61.494,0.56134,0.56147,0.19458,0.1437,0.22305,0.031405,0.047565,-5.7067E-05,0,0,0,0,-1.0875E-06,0.038768,5,19.635,88.353,-0.0139,NaN,14.526,1004.7,340.1,0.0027284,0.0088401
0.47824,73.81,304.22,545.79,304.27,546.17,1.0356,6.3388E-05,1.0356,0.0035071,5.6594,20.503,28.61,-80.6,9.792,0.27576,8.2996E-09,0.00056323,0.00037991,774.2,228.51,0.010171,0.00027159,30.485,22.92,1.513,0.89476,9574020,492.66,62.234,0.56257,0.5627,0.19442,0.14407,0.22408,0.031645,0.048237,-0.00045162,0,0,0,0,0,0.038959,5,19.635,88.348,-0.001417,NaN,14.52,1004.6,340.1,0.002662,0.0089357
0.4809,74.622,305.67,544,305.72,544.38,1.0507,6.2595E-05,1.0507,0.0034134,5.7138,20.298,28.61,-80.6,9.7919,0.26685,1.0908E-08,0.011538,0.00039011,773.46,227.78,0.010163,0.00027146,30.503,22.916,1.5174,0.89904,9619160,491.55,62.958,0.56377,0.56389,0.19426,0.14444,0.22508,0.030648,0.046102,-0.00030143,0,0,0,0,1.2461E-06,0.039145,5,19.635,88.354,0.011452,NaN,14.515,1004.5,340.09,0.0027568,0.0090208
0.48365,75.467,307.17,541.85,307.22,542.21,1.0665,6.1851E-05,1.0665,0.0033227,5.7692,19.789,28.61,-80.6,9.7919,0.24694,1.2406E-08,0.022426,0.00036178,772.73,227.04,0.010155,0.00027133,30.525,22.912,1.5224,0.90346,9665730,490.4,63.895,0.56664,0.56675,0.19386,0.14667,0.22611,0.028377,0.043526,0.00010327,0,0,0,0,4.6618E-06,0.039337,5,19.635,88.371,0.023845,NaN,14.509,1004.4,340.09,0.0028895,0.0091303
0.48654,76.357,308.73,539.51,308.79,539.85,1.0833,6.1227E-05,1.0833,0.0032383,5.8254,18.955,28.61,-80.6,9.7919,0.21524,1.2452E-08,0.032914,0.00049663,771.96,226.27,0.010146,0.00027119,30.549,22.909,1.5281,0.90807,9714328,489.15,64.936,0.57012,0.5702,0.19338,0.14954,0.2272,0.024741,0.038175,0.00010523,0,0,0,0,9.9408E-06,0.039538,5,19.635,88.4,0.035696,NaN,14.504,1004.3,340.09,0.0032587,0.0092578
0.4898,77.366,310.49,536.79,310.55,537.08,1.1024,6.0802E-05,1.1024,0.0031602,5.8852,17.686,28.61,-80.6,9.7919,0.16804,1.578E-08,0.042827,0.0006275,771.12,225.44,0.010137,0.00027104,30.579,22.904,1.535,0.91325,9768871,487.63,66.118,0.57404,0.57409,0.19285,0.15276,0.22842,0.019315,0.029591,0.00020518,0,0,0,0,1.664E-05,0.039763,5,19.635,88.445,0.049565,NaN,14.497,1004.2,340.08,0.0041531,0.0093707
0.49396,78.66,312.72,533.15,312.78,533.38,1.127,6.0835E-05,1.127,0.0030929,5.9548,15.677,28.61,-80.6,9.7919,0.094751,1.6322E-08,0.051753,0.001009,770.12,224.43,0.010126,0.00027086,30.62,22.899,1.5442,0.91982,9837975,485.52,67.639,0.57901,0.57903,0.19217,0.15686,0.22999,0.010886,0.017221,0.00020082,0,0,0,0,2.3955E-05,0.040048,5,19.635,88.516,0.063088,NaN,14.489,1004,340.08,0.0062296,0.0094799
0.50018,80.618,316.03,527.33,316.09,527.47,1.1643,6.2306E-05,1.1643,0.003066,6.0421,12.233,28.61,-80.6,9.7919,0.027747,1.7256E-08,-0.055098,0.0033666,768.7,223.02,0.01011,0.0002706,30.673,22.892,1.5562,0.92959,9940764,482.28,69.953,0.58645,0.58645,0.19116,0.16295,0.23234,0.0031897,0.0052679,-0.00035319,0,0,0,0,-2.6584E-05,0.040473,5,19.635,88.638,0.075687,NaN,14.476,1003.8,340.07,0.0093444,0.0095804
0.50953,83.594,320.94,518.08,321,518.14,1.2213,6.7914E-05,1.2213,0.0031862,6.1334,7.4697,28.61,-80.6,9.7919,0.19089,0,-0.036326,0.00040782,766.64,220.96,0.010087,0.00027023,30.694,22.881,1.5626,0.94407,10092955,479.53,73.496,0.59754,0.5976,0.18966,0.17201,0.23586,0.022137,0.03451,-0.00040647,0,0,0,0,-1.1204E-05,0.041102,5,19.635,88.799,0.07615,NaN,14.457,1003.4,340.06,0.0033185,0.0096819
0.51285,84.662,322.67,517.39,322.73,517.43,1.2417,7.0851E-05,1.2417,0.0032694,6.1564,6.3982,28.61,-80.6,9.7919,0.22629,0,-0.023995,0.00036048,765.01,219.32,0.010069,0.00026994,30.706,22.873,1.5667,0.94915,10146353,478.22,74.77,0.60145,0.60154,0.18914,0.1752,0.23712,0.026305,0.041535,-0.00019045,0,0,0,0,-4.8366E-06,0.041323,5,19.635,88.836,0.067133,NaN,14.45,1003.3,340.06,0.0027232,0.0098558
0.51557,85.543,324.08,515.11,324.14,515.14,1.2584,7.3556E-05,1.2584,0.0033489,6.173,5.8172,28.61,-80.6,9.7919,0.24314,0,-0.012439,0.00036203,764.24,218.56,0.01006,0.0002698,30.719,22.869,1.57,0.9533,10190000,477.07,75.866,0.60501,0.60512,0.18871,0.17816,0.23814,0.028308,0.044126,-5.1778E-05,0,0,0,0,-1.2886E-06,0.041503,5,19.635,88.854,0.054794,NaN,14.444,1003.2,340.05,0.0025391,0.01
0.51811,86.367,325.38,512.82,325.44,512.85,1.2741,7.6264E-05,1.2741,0.0034295,6.1875,5.5712,28.61,-80.6,9.7919,0.24817,0,-0.001004,0.00033806,763.58,217.89,0.010053,0.00026968,30.732,22.865,1.5734,0.95716,10230000,475.97,76.903,0.6084,0.60852,0.18831,0.18099,0.2391,0.028927,0.045859,0.00036202,0,0,0,0,-8.3263E-09,0.04167,5,19.635,88.86,0.039793,NaN,14.439,1003.1,340.05,0.0025,0.010159
0.52061,87.182,326.67,510.5,326.72,510.53,1.2896,7.9053E-05,1.2896,0.0035122,6.2014,5.6221,28.61,-80.6,9.7919,0.24281,0,0.010354,0.00032353,762.94,217.25,0.010046,0.00026956,30.748,22.862,1.5772,0.96094,10270000,474.88,77.927,0.61173,0.61184,0.18792,0.18377,0.24004,0.028325,0.044587,-0.00047623,0,0,0,0,8.7864E-07,0.041834,5,19.635,88.856,0.025076,NaN,14.433,1003,340.05,0.0025,0.01033
0.52311,88.001,327.94,508.15,328,508.19,1.3051,8.1909E-05,1.3051,0.0035958,6.2159,5.963,28.61,-80.6,9.7919,0.22746,0,0.021371,0.00038401,762.3,216.61,0.010039,0.00026945,30.765,22.859,1.5813,0.9647,10310000,473.78,78.956,0.61506,0.61515,0.18753,0.18654,0.24098,0.026548,0.042301,0.00026108,0,0,0,0,3.7144E-06,0.041998,5,19.635,88.841,0.0083487,NaN,14.428,1002.9,340.04,0.0025817,0.010482
0.52569,88.849,329.25,505.68,329.31,505.72,1.3212,8.4866E-05,1.3212,0.0036803,6.2321,6.6055,28.61,-80.6,9.7919,0.20179,0,0.031941,0.00047926,761.65,215.97,0.010032,0.00026933,30.785,22.855,1.586,0.96856,10350000,472.59,80.021,0.61848,0.61855,0.18713,0.18939,0.24195,0.023557,0.037443,0.00026105,0,0,0,0,8.2313E-06,0.042166,5,19.635,88.816,-0.0093202,NaN,14.422,1002.8,340.04,0.0028916,0.010606
0.52858,89.803,330.71,502.81,330.77,502.87,1.3393,8.8105E-05,1.3393,0.0037693,6.2527,7.6368,28.61,-80.6,9.7919,0.16268,0,0.042033,0.00065593,760.96,215.27,0.010024,0.00026921,30.809,22.852,1.5916,0.97287,10395204,471.19,81.221,0.62229,0.62234,0.18668,0.19257,0.24304,0.01899,0.030379,-0.00044764,0,0,0,0,1.4128E-05,0.042353,5,19.635,88.778,-0.02957,NaN,14.416,1002.7,340.04,0.0035302,0.010737
0.53211,90.974,332.49,499.18,332.55,499.27,1.3614,9.1798E-05,1.3614,0.0038634,6.2825,9.2547,28.61,-80.6,9.7919,0.10333,0,0.051191,0.0010838,760.14,214.46,0.010015,0.00026906,30.841,22.847,1.5988,0.9781,10450000,469.27,82.693,0.62694,0.62696,0.18614,0.19642,0.24437,0.012057,0.019341,-7.8222E-05,0,0,0,0,2.0733E-05,0.04258,5,19.635,88.718,-0.052668,NaN,14.409,1002.6,340.03,0.0052953,0.010835
0.53741,92.741,335.12,493.39,335.18,493.54,1.3948,9.642E-05,1.3948,0.0039608,6.3391,12.106,28.61,-80.6,9.7919,0.0024299,-7.082E-09,0.032836,0.046228,759.02,213.34,0.010002,0.00026886,30.891,22.841,1.6099,0.98588,10531442,466.38,84.921,0.63386,0.63386,0.18534,0.20217,0.24635,0.00028322,0.00071257,0.0004554,0,0,0,0,8.3967E-06,0.042917,5,19.635,88.614,-0.076413,NaN,14.397,1002.4,340.02,0.007943,0.010933
0.54535,95.419,339.03,484.6,339.09,484.87,1.4456,0.00010049,1.4456,0.0039831,6.4527,16.195,28.61,-80.6,9.7919,0.14003,-1.6311E-08,-0.044801,0.00069754,757.34,211.66,0.0099835,0.00026855,30.901,22.832,1.6137,0.99739,10651961,463.81,88.306,0.64416,0.6442,0.18415,0.21069,0.24932,0.016432,0.02629,-0.00022184,0,0,0,0,-1.5273E-05,0.043417,5,19.635,88.463,-0.07617,NaN,14.38,1002.1,340.01,0.003868,0.011018
0.54922,96.734,340.9,482.37,340.96,482.69,1.4707,0.00010108,1.4707,0.0039379,6.5185,17.666,28.61,-80.6,9.7919,0.18748,-1.6824E-08,-0.031424,0.00057825,755.84,210.16,0.0099667,0.00026828,30.91,22.824,1.617,1.0029,10710000,462.35,89.904,0.64866,0.64873,0.18358,0.21581,0.24927,0.022057,0.035423,0.00034934,0,0,0,0,-7.4317E-06,0.043658,5,19.635,88.41,-0.066298,NaN,14.371,1001.9,340.01,0.0028348,0.011113
0.55205,97.702,342.27,480.19,342.33,480.54,1.4892,0.00010098,1.4892,0.003885,6.5698,18.379,28.61,-80.6,9.7919,0.21075,-1.7657E-08,-0.019387,0.00057047,754.99,209.3,0.0099572,0.00026813,30.918,22.82,1.6196,1.007,10752058,461.19,90.938,0.65092,0.65101,0.18316,0.21949,0.24827,0.024835,0.039788,0.0003532,0,0,0,0,-2.8059E-06,0.043833,5,19.635,88.384,-0.053159,NaN,14.365,1001.8,340,0.0025015,0.01118
0.55456,98.56,343.47,478.06,343.53,478.43,1.5057,0.00010059,1.5057,0.0038276,6.6163,18.692,28.61,-80.6,9.7919,0.22108,-1.5447E-08,-0.0077026,0.00054195,754.31,208.63,0.0099496,0.00026801,30.927,22.816,1.6221,1.0105,10789080,460.1,91.852,0.65292,0.65302,0.18279,0.22273,0.2474,0.026079,0.042375,-0.00019021,0,0,0,0,-4.3986E-07,0.043987,5,19.635,88.371,-0.037841,NaN,14.359,1001.7,340,0.0025,0.011247
0.55706,99.42,344.67,475.81,344.73,476.18,1.5223,0.0001,1.5223,0.0037639,6.6631,18.671,28.61,-80.6,9.7919,0.22059,-1.5516E-08,0.0043546,0.00056004,753.68,207.99,0.0099425,0.00026789,30.938,22.813,1.6251,1.014,10825898,459.01,92.767,0.65492,0.65501,0.18243,0.22595,0.24654,0.02604,0.041994,-0.00028807,0,0,0,0,1.3961E-07,0.04414,5,19.635,88.37,-0.020298,NaN,14.354,1001.6,340,0.0025,0.011313
0.55956,100.28,345.85,473.57,345.92,473.93,1.539,9.9318E-05,1.539,0.0036975,6.7095,18.319,28.61,-80.6,9.7919,0.20941,-1.232E-08,0.01612,0.00059184,753.04,207.36,0.0099354,0.00026778,30.952,22.81,1.6284,1.0175,10862532,457.92,93.683,0.65691,0.657,0.18207,0.22915,0.24569,0.02473,0.040587,-0.00022067,0,0,0,0,1.8999E-06,0.044292,5,19.635,88.379,-0.0015654,NaN,14.348,1001.5,339.99,0.0025,0.011381
0.56206,101.15,347.04,471.33,347.1,471.66,1.5558,9.8635E-05,1.5558,0.0036324,6.7546,17.646,28.61,-80.6,9.7919,0.1881,-1.1825E-08,0.027192,0.00069277,752.41,206.72,0.0099283,0.00026766,30.967,22.806,1.6322,1.021,10898982,456.8,94.601,0.6589,0.65897,0.1817,0.23234,0.24485,0.022215,0.036396,-0.00019669,0,0,0,0,5.3694E-06,0.044444,5,19.635,88.399,0.018263,NaN,14.343,1001.4,339.99,0.0026531,0.011446
0.56471,102.07,348.29,468.9,348.35,469.2,1.5738,9.803E-05,1.5738,0.0035688,6.8002,16.614,28.61,-80.6,9.7919,0.15562,-1.4693E-08,0.037418,0.00081569,751.75,206.07,0.009921,0.00026754,30.985,22.803,1.6365,1.0247,10937463,455.52,95.577,0.66101,0.66106,0.18132,0.23572,0.24397,0.018375,0.029868,-0.00021088,0,0,0,0,1.0095E-05,0.044604,5,19.635,88.43,0.039343,NaN,14.337,1001.3,339.99,0.0032078,0.01155
0.56792,103.19,349.79,465.82,349.86,466.07,1.5957,9.7632E-05,1.5957,0.0035056,6.8511,15.004,28.61,-80.6,9.7919,0.10547,-1.4544E-08,0.046949,0.001193,751.01,205.32,0.0099127,0.00026741,31.009,22.799,1.6421,1.0292,10983710,453.79,96.76,0.66355,0.66357,0.18086,0.23977,0.24292,0.012445,0.019967,0.00035302,0,0,0,0,1.5756E-05,0.044796,5,19.635,88.479,0.063004,NaN,14.329,1001.1,339.98,0.0047538,0.011683
0.57267,104.86,352,460.98,352.07,461.14,1.6285,9.8068E-05,1.6285,0.0034504,6.9159,12.161,28.61,-80.6,9.7919,0.018255,-1.4762E-08,0.053202,0.0062285,750,204.31,0.0099013,0.00026723,31.046,22.793,1.6506,1.0357,11051688,451.2,98.523,0.66731,0.66731,0.18019,0.24573,0.24139,0.0021511,0.0039918,8.0871E-05,0,0,0,0,1.9979E-05,0.045079,5,19.635,88.566,0.085362,NaN,14.318,1001,339.98,0.0071308,0.011759
0.5798,107.38,355.28,454.55,355.34,454.62,1.678,0.00010146,1.678,0.0034645,6.9873,7.9008,28.61,-80.6,9.7918,0.1097,-2.1974E-08,-0.045592,0.0011258,748.49,202.8,0.0098844,0.00026695,31.052,22.785,1.6535,1.0454,11152381,449.03,101.19,0.67293,0.67295,0.17919,0.25458,0.23915,0.012982,0.021177,-0.00019306,0,0,0,0,-1.4403E-05,0.045499,5,19.635,88.698,0.072667,NaN,14.302,1000.7,339.97,0.0043341,0.011844
0.58414,108.93,357.25,452.76,357.31,452.8,1.7084,0.00010487,1.7084,0.0035172,7.0172,5.9727,28.61,-80.6,9.7918,0.16587,-1.9787E-08,-0.031175,0.00070447,747.05,201.37,0.0098683,0.00026669,31.055,22.777,1.6556,1.0512,11212867,448.43,102.74,0.6758,0.67586,0.17859,0.25938,0.23783,0.01968,0.033016,1.4652E-05,0,0,0,0,-6.6605E-06,0.045751,5,19.635,88.759,0.035329,NaN,14.292,1000.5,339.96,0.0027454,0.011941
0.58688,109.91,358.49,451.86,358.56,451.89,1.7277,0.00010728,1.7277,0.0035577,7.0325,5.1859,28.61,-80.6,9.7918,0.18754,-2.0089E-08,-0.019286,0.00056516,746.19,200.5,0.0098587,0.00026654,31.059,22.772,1.6573,1.0548,11251023,448.03,103.53,0.6763,0.67638,0.17821,0.26109,0.237,0.022276,0.036758,-0.00017459,0,0,0,0,-2.5314E-06,0.04591,5,19.635,88.784,0.0094269,NaN,14.286,1000.4,339.96,0.0025,0.012023
0.58938,110.81,359.62,450.8,359.69,450.83,1.7453,0.00010949,1.7453,0.0035946,7.0449,4.814,28.61,-80.6,9.7918,0.19636,-2.11E-08,-0.0075102,0.00048887,745.56,199.87,0.0098516,0.00026642,31.065,22.769,1.6592,1.0582,11285674,447.64,104.24,0.67676,0.67684,0.17787,0.26264,0.23626,0.02334,0.039224,0.00027333,0,0,0,0,-3.8145E-07,0.046055,5,19.635,88.796,-0.013011,NaN,14.28,1000.3,339.95,0.0025,0.012104
0.59188,111.71,360.74,449.7,360.81,449.72,1.7629,0.00011164,1.7629,0.0036283,7.0569,4.7955,28.61,-80.6,9.7918,0.19431,-2.4814E-08,0.004655,0.00045753,744.95,199.27,0.0098448,0.00026632,31.073,22.766,1.6615,1.0615,11320000,447.26,104.96,0.67722,0.6773,0.17752,0.26418,0.23552,0.023105,0.038254,-0.00017163,0,0,0,0,1.4563E-07,0.046199,5,19.635,88.797,-0.033345,NaN,14.274,1000.1,339.95,0.0025,0.012172
0.59438,112.61,361.87,448.58,361.94,448.61,1.7806,0.00011362,1.7806,0.0036563,7.0692,5.1317,28.61,-80.6,9.7918,0.18157,-2.6356E-08,0.01632,0.00051034,744.35,198.66,0.009838,0.00026621,31.083,22.762,1.6642,1.0648,11354694,446.87,105.68,0.67769,0.67776,0.17718,0.26573,0.23478,0.021592,0.035696,0.00037324,0,0,0,0,1.779E-06,0.046343,5,19.635,88.787,-0.050848,NaN,14.268,1000,339.95,0.0025,0.012255
0.59688,113.51,362.99,447.46,363.06,447.5,1.7982,0.00011538,1.7982,0.0036761,7.0828,5.8021,28.61,-80.6,9.7918,0.15894,-2.5487E-08,0.027072,0.00064285,743.75,198.06,0.0098312,0.0002661,31.095,22.759,1.6672,1.0681,11389062,446.47,106.39,0.67816,0.67822,0.17684,0.26727,0.23406,0.018895,0.031587,9.1149E-05,0,0,0,0,4.8649E-06,0.046487,5,19.635,88.768,-0.065853,NaN,14.262,999.94,339.94,0.0027703,0.012354
0.59965,114.52,364.23,446.15,364.3,446.21,1.8179,0.00011696,1.8179,0.0036863,7.1004,6.8889,28.61,-80.6,9.7918,0.12384,-2.3361E-08,0.037049,0.00079782,743.11,197.42,0.0098241,0.00026598,31.11,22.756,1.6709,1.0718,11427037,445.98,107.19,0.67869,0.67872,0.17646,0.26897,0.23326,0.014714,0.024666,-2.8399E-05,0,0,0,0,9.0495E-06,0.046645,5,19.635,88.736,-0.078941,NaN,14.256,999.82,339.94,0.0035213,0.012477
0.60317,115.81,365.8,444.4,365.87,444.49,1.8429,0.00011831,1.8429,0.0036781,7.1277,8.6859,28.61,-80.6,9.7918,0.067255,-2.5356E-08,0.045703,0.0014834,742.35,196.66,0.0098155,0.00026585,31.131,22.751,1.676,1.0764,11475133,445.3,108.21,0.67937,0.67938,0.17598,0.27113,0.23225,0.0079811,0.013349,-0.00010884,0,0,0,0,1.3653E-05,0.046846,5,19.635,88.683,-0.085588,NaN,14.247,999.67,339.93,0.0052819,0.012558
0.60845,117.75,368.14,441.63,368.21,441.78,1.8807,0.00011879,1.8807,0.003619,7.1818,11.771,28.61,-80.6,9.7918,0.027797,-2.4819E-08,-0.048369,0.003527,741.29,195.6,0.0098036,0.00026565,31.152,22.745,1.6813,1.0833,11546921,444.28,109.74,0.68039,0.68039,0.17526,0.27436,0.23077,0.0032969,0.0053444,0.00047623,0,0,0,0,-1.5098E-05,0.047147,5,19.635,88.591,-0.079521,NaN,14.235,999.44,339.93,0.0079229,0.012715
