time,altitude,Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),thrust,Drag force (N),CD,Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
1.9954,832.27,369.87,-8047.1,370.49,8049.6,17.011,-0.0049395,17.011,-0.016637,7.3482,200.31,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.099,10980534,0,4387.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.047434,NaN,NaN,NaN,NaN,1.8679,9.5904,917.49,337.11,6.2115E-05,0.10849
1.9955,832.29,369.37,-8025.4,369.99,8027.9,17.011,-0.0049405,17.011,-0.01664,7.3358,199.77,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0975,10965695,0,4375.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04737,NaN,NaN,NaN,NaN,1.8678,9.5903,917.49,337.11,6.2283E-05,0.1085
1.9956,832.31,368.87,-8003.7,369.49,8006.2,17.012,-0.0049415,17.012,-0.016643,7.3233,199.23,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.096,10950855,0,4363.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.047306,NaN,NaN,NaN,NaN,1.8677,9.5901,917.48,337.11,6.2452E-05,0.10851
1.9956,832.34,368.37,-7982.1,368.99,7984.5,17.012,-0.0049425,17.012,-0.016646,7.3109,198.69,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0946,10936016,0,4351.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.047242,NaN,NaN,NaN,NaN,1.8677,9.59,917.48,337.11,6.2621E-05,0.10851
1.9957,832.36,367.87,-7960.5,368.49,7962.9,17.013,-0.0049435,17.013,-0.016649,7.2984,198.15,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0931,10921176,0,4339.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.047178,NaN,NaN,NaN,NaN,1.8676,9.5898,917.48,337.11,6.2791E-05,0.10852
1.9957,832.38,367.37,-7938.9,367.99,7941.3,17.013,-0.0049445,17.013,-0.016652,7.286,197.61,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0916,10906337,0,4328.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.047114,NaN,NaN,NaN,NaN,1.8675,9.5897,917.48,337.11,6.2962E-05,0.10853
1.9958,832.41,366.87,-7917.3,367.49,7919.8,17.014,-0.0049455,17.014,-0.016655,7.2736,197.07,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0901,10891498,0,4316.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04705,NaN,NaN,NaN,NaN,1.8675,9.5895,917.47,337.11,6.3133E-05,0.10854
1.9959,832.43,366.37,-7895.8,366.99,7898.3,17.014,-0.0049466,17.014,-0.016658,7.2611,196.53,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0886,10876659,0,4304.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046986,NaN,NaN,NaN,NaN,1.8674,9.5894,917.47,337.11,6.3305E-05,0.10855
1.9959,832.45,365.87,-7874.3,366.49,7876.8,17.014,-0.0049476,17.014,-0.016661,7.2487,196,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0871,10861819,0,4292.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046922,NaN,NaN,NaN,NaN,1.8673,9.5892,917.47,337.11,6.3478E-05,0.10856
1.996,832.48,365.37,-7852.9,365.99,7855.3,17.015,-0.0049486,17.015,-0.016664,7.2362,195.46,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0857,10846980,0,4281.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046858,NaN,NaN,NaN,NaN,1.8673,9.5891,917.47,337.11,6.3651E-05,0.10857
1.9961,832.5,364.87,-7831.4,365.49,7833.8,17.015,-0.0049496,17.015,-0.016667,7.2238,194.93,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0842,10832141,0,4269.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046793,NaN,NaN,NaN,NaN,1.8672,9.5889,917.46,337.11,6.3826E-05,0.10858
1.9961,832.52,364.37,-7810,364.99,7812.4,17.016,-0.0049506,17.016,-0.01667,7.2114,194.39,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0827,10817302,0,4257.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046729,NaN,NaN,NaN,NaN,1.8671,9.5888,917.46,337.11,6.4001E-05,0.10859
1.9962,832.55,363.87,-7788.6,364.49,7791.1,17.016,-0.0049517,17.016,-0.016673,7.1989,193.86,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0812,10802463,0,4246.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046665,NaN,NaN,NaN,NaN,1.8671,9.5886,917.46,337.11,6.4176E-05,0.10859
1.9963,832.57,363.37,-7767.3,363.99,7769.7,17.017,-0.0049527,17.017,-0.016676,7.1865,193.33,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0797,10787623,0,4234.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046601,NaN,NaN,NaN,NaN,1.867,9.5885,917.45,337.11,6.4353E-05,0.1086
1.9963,832.59,362.87,-7746,363.49,7748.4,17.017,-0.0049537,17.017,-0.016679,7.174,192.79,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0782,10772784,0,4222.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046537,NaN,NaN,NaN,NaN,1.867,9.5883,917.45,337.11,6.453E-05,0.10861
1.9964,832.62,362.37,-7724.7,362.99,7727.1,17.018,-0.0049547,17.018,-0.016682,7.1616,192.26,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0768,10757945,0,4211.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046473,NaN,NaN,NaN,NaN,1.8669,9.5882,917.45,337.11,6.4707E-05,0.10862
1.9965,832.64,361.87,-7703.4,362.49,7705.8,17.018,-0.0049557,17.018,-0.016685,7.1491,191.73,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0753,10743106,0,4199.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046409,NaN,NaN,NaN,NaN,1.8668,9.588,917.45,337.11,6.4886E-05,0.10863
1.9965,832.66,361.37,-7682.2,361.99,7684.6,17.019,-0.0049568,17.019,-0.016688,7.1367,191.2,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0738,10728267,0,4188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046345,NaN,NaN,NaN,NaN,1.8668,9.5878,917.44,337.11,6.5065E-05,0.10864
1.9966,832.69,360.87,-7661,361.49,7663.4,17.019,-0.0049578,17.019,-0.016691,7.1243,190.67,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0723,10713428,0,4176.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046281,NaN,NaN,NaN,NaN,1.8667,9.5877,917.44,337.11,6.5245E-05,0.10865
1.9966,832.71,360.37,-7639.8,360.99,7642.2,17.02,-0.0049588,17.02,-0.016694,7.1118,190.14,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0708,10698589,0,4164.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046217,NaN,NaN,NaN,NaN,1.8666,9.5875,917.44,337.11,6.5426E-05,0.10866
1.9967,832.73,359.87,-7618.7,360.49,7621.1,17.02,-0.0049599,17.02,-0.016697,7.0994,189.61,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0693,10683750,0,4153.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046153,NaN,NaN,NaN,NaN,1.8666,9.5874,917.44,337.11,6.5608E-05,0.10868
1.9968,832.76,359.37,-7597.6,359.99,7599.9,17.021,-0.0049609,17.021,-0.0167,7.0869,189.09,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0679,10668912,0,4141.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046089,NaN,NaN,NaN,NaN,1.8665,9.5872,917.43,337.11,6.579E-05,0.10869
1.9968,832.78,358.88,-7576.5,359.49,7578.9,17.021,-0.0049619,17.021,-0.016703,7.0745,188.56,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0664,10654073,0,4130.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046025,NaN,NaN,NaN,NaN,1.8664,9.5871,917.43,337.11,6.5973E-05,0.1087
1.9969,832.8,358.38,-7555.5,358.99,7557.8,17.021,-0.004963,17.021,-0.016706,7.0621,188.04,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0649,10639234,0,4118.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045961,NaN,NaN,NaN,NaN,1.8663,9.5869,917.43,337.11,6.6157E-05,0.10871
1.997,832.83,357.88,-7534.4,358.49,7536.8,17.022,-0.004964,17.022,-0.016709,7.0496,187.51,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0634,10624395,0,4107.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045897,NaN,NaN,NaN,NaN,1.8663,9.5868,917.43,337.11,6.6341E-05,0.10872
1.997,832.85,357.38,-7513.4,357.99,7515.8,17.022,-0.004965,17.022,-0.016712,7.0372,186.99,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0619,10610000,0,4095.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045833,NaN,NaN,NaN,NaN,1.8662,9.5866,917.42,337.11,6.6527E-05,0.10873
1.9971,832.88,356.88,-7492.5,357.49,7494.8,17.023,-0.0049661,17.023,-0.016715,7.0247,186.46,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0604,10594718,0,4084.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045769,NaN,NaN,NaN,NaN,1.8661,9.5865,917.42,337.11,6.6713E-05,0.10873
1.9972,832.9,356.38,-7471.5,356.99,7473.9,17.023,-0.0049671,17.023,-0.016718,7.0123,185.94,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.059,10580000,0,4073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045705,NaN,NaN,NaN,NaN,1.8661,9.5863,917.42,337.11,6.69E-05,0.10874
1.9972,832.92,355.88,-7450.6,356.49,7452.9,17.024,-0.0049682,17.024,-0.016721,6.9999,185.42,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0575,10565040,0,4061.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045641,NaN,NaN,NaN,NaN,1.866,9.5862,917.42,337.11,6.7088E-05,0.10875
1.9973,832.95,355.38,-7429.8,355.99,7432.1,17.024,-0.0049692,17.024,-0.016724,6.9874,184.9,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.056,10550000,0,4050.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045577,NaN,NaN,NaN,NaN,1.8659,9.586,917.41,337.11,6.7276E-05,0.10876
1.9974,832.97,354.88,-7408.9,355.49,7411.2,17.025,-0.0049703,17.025,-0.016727,6.975,184.38,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0545,10535363,0,4038.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045513,NaN,NaN,NaN,NaN,1.8659,9.5858,917.41,337.11,6.7465E-05,0.10877
1.9974,833,354.38,-7388.1,354.99,7390.4,17.025,-0.0049713,17.025,-0.01673,6.9626,183.86,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.053,10520524,0,4027.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045449,NaN,NaN,NaN,NaN,1.8658,9.5857,917.41,337.11,6.7655E-05,0.10878
1.9975,833.02,353.88,-7367.3,354.49,7369.6,17.026,-0.0049724,17.026,-0.016733,6.9501,183.34,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0516,10505686,0,4016.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045385,NaN,NaN,NaN,NaN,1.8657,9.5855,917.4,337.11,6.7846E-05,0.10879
1.9976,833.04,353.38,-7346.6,353.99,7348.8,17.026,-0.0049734,17.026,-0.016736,6.9377,182.82,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0501,10490847,0,4004.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045321,NaN,NaN,NaN,NaN,1.8657,9.5854,917.4,337.11,6.8038E-05,0.1088
1.9977,833.07,352.88,-7325.8,353.49,7328.1,17.027,-0.0049745,17.027,-0.016739,6.9252,182.3,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0486,10476009,0,3993.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045257,NaN,NaN,NaN,NaN,1.8656,9.5852,917.4,337.11,6.8231E-05,0.1088
1.9977,833.09,352.38,-7305.1,352.99,7307.4,17.027,-0.0049755,17.027,-0.016742,6.9128,181.78,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0471,10461170,0,3982.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045193,NaN,NaN,NaN,NaN,1.8655,9.5851,917.4,337.11,6.8424E-05,0.10881
1.9978,833.12,351.88,-7284.5,352.49,7286.7,17.028,-0.0049766,17.028,-0.016746,6.9004,181.27,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0456,10446332,0,3970.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045129,NaN,NaN,NaN,NaN,1.8654,9.5849,917.39,337.11,6.8618E-05,0.10882
1.9979,833.14,351.38,-7263.8,351.99,7266.1,17.028,-0.0049776,17.028,-0.016749,6.8879,180.75,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0441,10431493,0,3959.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045065,NaN,NaN,NaN,NaN,1.8654,9.5847,917.39,337.11,6.8813E-05,0.10883
1.9979,833.16,350.88,-7243.2,351.49,7245.4,17.029,-0.0049787,17.029,-0.016752,6.8755,180.24,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0427,10416655,0,3948.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.045001,NaN,NaN,NaN,NaN,1.8653,9.5846,917.39,337.11,6.9009E-05,0.10884
1.998,833.19,350.38,-7222.6,350.99,7224.9,17.029,-0.0049797,17.029,-0.016755,6.863,179.72,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0412,10401816,0,3937.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044937,NaN,NaN,NaN,NaN,1.8652,9.5844,917.39,337.11,6.9205E-05,0.10885
1.9981,833.21,349.88,-7202.1,350.49,7204.3,17.029,-0.0049808,17.029,-0.016758,6.8506,179.21,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0397,10386978,0,3925.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044873,NaN,NaN,NaN,NaN,1.8652,9.5843,917.38,337.11,6.9403E-05,0.10886
1.9981,833.24,349.38,-7181.5,349.99,7183.8,17.03,-0.0049819,17.03,-0.016761,6.8382,178.7,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0382,10372140,0,3914.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044809,NaN,NaN,NaN,NaN,1.8651,9.5841,917.38,337.11,6.9601E-05,0.10887
1.9982,833.26,348.88,-7161.1,349.49,7163.3,17.03,-0.0049829,17.03,-0.016764,6.8257,178.19,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0367,10357301,0,3903.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044745,NaN,NaN,NaN,NaN,1.865,9.584,917.38,337.11,6.9801E-05,0.10888
1.9983,833.29,348.38,-7140.6,348.99,7142.8,17.031,-0.004984,17.031,-0.016767,6.8133,177.68,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0352,10342463,0,3892.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044681,NaN,NaN,NaN,NaN,1.865,9.5838,917.37,337.11,7.0001E-05,0.10888
1.9983,833.31,347.88,-7120.2,348.49,7122.4,17.031,-0.0049851,17.031,-0.01677,6.8009,177.17,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0338,10327625,0,3881.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044617,NaN,NaN,NaN,NaN,1.8649,9.5836,917.37,337.11,7.0201E-05,0.10889
1.9984,833.33,347.38,-7099.7,347.99,7101.9,17.032,-0.0049861,17.032,-0.016773,6.7884,176.66,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0323,10312787,0,3870.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044553,NaN,NaN,NaN,NaN,1.8648,9.5835,917.37,337.11,7.0403E-05,0.1089
1.9985,833.36,346.88,-7079.4,347.49,7081.6,17.032,-0.0049872,17.032,-0.016777,6.776,176.15,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0308,10297949,0,3859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044489,NaN,NaN,NaN,NaN,1.8647,9.5833,917.37,337.11,7.0606E-05,0.10892
1.9986,833.38,346.38,-7059,346.99,7061.2,17.033,-0.0049883,17.033,-0.01678,6.7635,175.64,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0293,10283110,0,3847.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044425,NaN,NaN,NaN,NaN,1.8647,9.5832,917.36,337.11,7.0809E-05,0.10892
1.9986,833.41,345.88,-7038.7,346.49,7040.9,17.033,-0.0049893,17.033,-0.016783,6.7511,175.13,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0278,10268272,0,3836.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044361,NaN,NaN,NaN,NaN,1.8646,9.583,917.36,337.11,7.1014E-05,0.10893
1.9987,833.43,345.38,-7018.4,345.99,7020.6,17.034,-0.0049904,17.034,-0.016786,6.7387,174.62,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0263,10253434,0,3825.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044297,NaN,NaN,NaN,NaN,1.8645,9.5828,917.36,337.11,7.1219E-05,0.10894
1.9988,833.46,344.88,-6998.2,345.49,7000.3,17.034,-0.0049915,17.034,-0.016789,6.7262,174.12,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0249,10238596,0,3814.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044233,NaN,NaN,NaN,NaN,1.8644,9.5827,917.36,337.11,7.1425E-05,0.10895
1.9988,833.48,344.38,-6977.9,344.99,6980.1,17.035,-0.0049926,17.035,-0.016792,6.7138,173.61,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0234,10223758,0,3803.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044169,NaN,NaN,NaN,NaN,1.8644,9.5825,917.35,337.11,7.1632E-05,0.10896
1.9989,833.51,343.88,-6957.7,344.49,6959.9,17.035,-0.0049937,17.035,-0.016795,6.7014,173.11,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0219,10208920,0,3792.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044105,NaN,NaN,NaN,NaN,1.8643,9.5824,917.35,337.11,7.184E-05,0.10897
1.999,833.53,343.38,-6937.6,343.99,6939.7,17.036,-0.0049947,17.036,-0.016799,6.6889,172.61,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0204,10194082,0,3781.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04404,NaN,NaN,NaN,NaN,1.8642,9.5822,917.35,337.11,7.2049E-05,0.10898
1.9991,833.56,342.88,-6917.4,343.49,6919.6,17.036,-0.0049958,17.036,-0.016802,6.6765,172.1,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0189,10179244,0,3770.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.043976,NaN,NaN,NaN,NaN,1.8641,9.582,917.34,337.11,7.2259E-05,0.10899
1.9991,833.58,342.38,-6897.3,342.99,6899.4,17.037,-0.0049969,17.037,-0.016805,6.6641,171.6,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.0174,10164406,0,3759.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.043912,NaN,NaN,NaN,NaN,1.8641,9.5819,917.34,337.11,7.247E-05,0.109
1.9992,833.61,341.88,-6877.2,342.49,6879.3,17.037,-0.004998,17.037,-0.016808,6.6516,171.1,28.61,-80.6,9.7896,NaN,NaN,NaN,NaN,545.69,0,NaN,NaN,NaN,NaN,NaN,1.016,10150000,0,3748.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.043848,NaN,NaN,NaN,NaN,1.864,9.5817,917.34,337.11,7.2681E-05,0.10901
